subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-ac462f,A-313be3,03-12-2024,,Basic,47,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-ff582b,A-3b5cd1,29-12-2023,,Enterprise,13,2587,31044,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-05555d,A-4437e4,20-07-2024,,Enterprise,16,3184,38208,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-9fc9f5,A-970c97,04-11-2024,,Pro,14,686,8232,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-a30f36,A-dcc2f0,03-10-2024,,Pro,15,735,8820,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5521f5,A-098560,13-04-2024,,Pro,25,1225,14700,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-9f123c,A-9c18c4,30-07-2024,,Enterprise,11,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-694aa7,A-779e4e,18-09-2024,,Basic,98,1862,22344,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b72911,A-7c83a1,29-07-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-1d5f4e,A-ab438f,11-12-2024,15-12-2024,Pro,13,637,7644,FALSE,FALSE,FALSE,TRUE,monthly,FALSE
S-dd85c4,A-65c341,26-02-2024,18-07-2024,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-cdcf4a,A-22d9d2,08-11-2024,,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-c8fedf,A-fd9422,01-11-2024,,Enterprise,58,11542,138504,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-fa8c75,A-43a9e3,08-07-2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-3abf3f,A-6a7c9d,09-12-2024,,Basic,27,513,6156,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-58c146,A-e3bd71,21-06-2024,,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-0e594f,A-af0cd2,21-09-2024,,Basic,45,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-d3ecc2,A-9123ac,19-10-2024,,Enterprise,10,1990,23880,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-7252b5,A-5247b3,25-09-2024,,Pro,16,784,9408,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-da0c62,A-d4ac0e,02-07-2024,,Enterprise,21,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-e2a10c,A-118d55,24-12-2024,,Basic,18,342,4104,FALSE,TRUE,TRUE,FALSE,annual,TRUE
S-e8a2fa,A-bf7919,26-12-2024,,Basic,10,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-198dbe,A-18793f,19-12-2024,,Pro,148,7252,87024,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4a8ce0,A-5a184f,21-01-2024,,Basic,6,114,1368,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-be05fd,A-32728c,23-03-2024,,Enterprise,20,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-afed2d,A-726cfa,30-05-2024,12-12-2024,Pro,11,539,6468,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-22e21a,A-ad296b,18-09-2024,,Enterprise,38,7562,90744,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-a2da20,A-ac9111,13-11-2024,,Enterprise,32,6368,76416,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-342037,A-bb3bd4,05-04-2024,,Enterprise,23,4577,54924,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-e7c172,A-6a4e2d,12-03-2024,,Basic,22,418,5016,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b37b2a,A-78f02b,08-12-2024,,Pro,11,539,6468,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-3c87b4,A-2ebb4b,10-12-2024,,Pro,41,2009,24108,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4522a0,A-0aaf6e,16-07-2024,,Basic,18,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-628884,A-f3ff05,03-08-2024,,Basic,19,361,4332,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-bf893c,A-6965e1,07-12-2024,,Enterprise,38,7562,90744,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-305a67,A-6da850,12-04-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-58a7c0,A-18793f,24-12-2024,,Enterprise,148,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-4d8612,A-f97b9a,10-09-2023,,Enterprise,16,0,0,TRUE,FALSE,FALSE,FALSE,monthly,FALSE
S-eadebb,A-87aa7b,23-08-2024,,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f61f42,A-72799b,17-05-2024,,Enterprise,20,3980,47760,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d3f138,A-560d27,21-10-2024,18-11-2024,Enterprise,23,4577,54924,FALSE,FALSE,FALSE,TRUE,monthly,FALSE
S-0f3df6,A-68f37c,24-07-2023,,Enterprise,121,24079,288948,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-7791c3,A-856b1e,13-01-2024,,Pro,19,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-1bbdb1,A-0651a4,13-12-2024,,Basic,54,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-cc4bf0,A-a1bbb6,10-05-2023,,Enterprise,28,5572,66864,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-46b63b,A-d5a319,29-09-2024,,Enterprise,31,6169,74028,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-f020d4,A-50f3f7,17-12-2024,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-63671f,A-df1e44,12-06-2024,,Pro,12,588,7056,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-6c9763,A-f9cc74,29-11-2024,,Basic,30,570,6840,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e78857,A-432483,09-09-2023,30-12-2024,Enterprise,10,1990,23880,FALSE,TRUE,FALSE,TRUE,monthly,TRUE
S-5bb58e,A-5a215a,31-01-2024,,Basic,87,1653,19836,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-cd13b5,A-6e7827,30-04-2024,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-7554c2,A-d40bf7,13-12-2024,,Pro,59,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-06c096,A-eb2fdc,02-11-2024,,Pro,31,1519,18228,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-883efd,A-089363,09-06-2024,,Pro,2,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-a9762e,A-902ef7,05-12-2024,,Pro,83,4067,48804,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-85c06f,A-bb2f49,13-12-2023,,Enterprise,8,1592,19104,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-cccce3,A-3b5cd1,18-11-2023,,Pro,13,637,7644,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-d69e2c,A-39ddf4,27-12-2024,,Pro,40,1960,23520,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-16fb78,A-6843f2,15-12-2024,,Enterprise,21,4179,50148,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b01b1c,A-76fa4d,24-12-2024,,Pro,69,3381,40572,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-574b52,A-039727,15-11-2024,,Enterprise,25,4975,59700,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-de705a,A-f44180,10-12-2024,,Basic,17,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE
S-0ae114,A-309e54,27-12-2024,,Basic,71,1349,16188,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-8e701b,A-4437e4,21-04-2024,,Enterprise,3,597,7164,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-374be8,A-b7ef83,12-06-2024,,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-737994,A-712533,27-11-2024,,Basic,24,456,5472,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-41acf0,A-378b99,05-11-2024,,Enterprise,16,3184,38208,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-faf395,A-a6d261,08-07-2024,,Basic,9,171,2052,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-ab7022,A-7df7a7,03-03-2023,,Basic,85,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-76cdf1,A-aa9511,16-06-2024,,Pro,23,1127,13524,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-cb5020,A-2ebb4b,02-06-2024,,Enterprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b7cbc2,A-940b8b,11-11-2024,,Enterprise,7,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-6b97b7,A-50f3f7,09-11-2024,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-3c853b,A-22d9d2,27-03-2024,,Basic,8,152,1824,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-21bd25,A-7f8241,16-07-2023,,Pro,34,1666,19992,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a175c2,A-d40bf7,15-12-2024,,Enterprise,59,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE
S-2f2ba3,A-50f3f7,11-12-2024,,Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-f29e7f,A-bbe56f,15-10-2024,,Basic,22,418,5016,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-783131,A-51ec1b,03-10-2024,27-11-2024,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-c87441,A-b07b56,16-11-2024,,Basic,25,475,5700,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-39a28e,A-08e34e,26-12-2024,,Enterprise,14,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-775719,A-34d880,21-04-2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-8e3b74,A-08e34e,06-11-2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-7553fb,A-54d94a,29-11-2023,28-01-2024,Enterprise,52,0,0,TRUE,FALSE,FALSE,TRUE,monthly,FALSE
S-8e5ceb,A-7f4db3,07-11-2024,18-11-2024,Enterprise,9,0,0,TRUE,FALSE,FALSE,TRUE,monthly,TRUE
S-9c8d9e,A-5f2961,20-12-2024,,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-c2c321,A-684255,18-06-2024,09-08-2024,Enterprise,14,0,0,TRUE,TRUE,FALSE,TRUE,monthly,TRUE
S-43af5a,A-f3ff05,26-11-2024,,Pro,4,196,2352,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-39539d,A-2bc93d,19-07-2023,,Enterprise,14,2786,33432,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-aa0c6b,A-702032,07-07-2024,23-10-2024,Basic,28,0,0,TRUE,FALSE,FALSE,TRUE,monthly,FALSE
S-a01486,A-52dd88,25-12-2023,,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-951053,A-4814a3,24-11-2024,,Pro,87,4263,51156,FALSE,TRUE,FALSE,FALSE,monthly,FALSE
S-b5e9e7,A-e7a1e2,26-10-2024,,Enterprise,12,2388,28656,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-246942,A-0b0d6d,31-12-2024,,Enterprise,45,8955,107460,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-1d7003,A-a33200,27-09-2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-3e24ed,A-e2cd1b,22-02-2024,,Basic,44,836,10032,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4bfab2,A-544d0a,07-12-2024,,Basic,2,38,456,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-003fc0,A-65c341,03-10-2024,,Basic,11,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-b7f657,A-019782,28-08-2023,,Enterprise,13,2587,31044,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-3d6100,A-854864,24-12-2024,,Pro,20,980,11760,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5818be,A-692f18,19-06-2024,,Pro,5,245,2940,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-125201,A-7f8241,29-11-2023,,Enterprise,34,0,0,TRUE,TRUE,FALSE,FALSE,annual,TRUE
S-987539,A-9c18c4,20-12-2023,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-127844,A-f446b6,11-02-2024,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-bc5755,A-ffdfd5,20-10-2024,,Enterprise,7,1393,16716,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-882f1d,A-249769,21-11-2024,,Basic,7,133,1596,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-0ec442,A-d4e0d4,12-12-2024,,Pro,117,5733,68796,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-62c824,A-0e966d,26-11-2024,30-11-2024,Basic,11,209,2508,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-11dba6,A-9badbd,02-11-2024,,Basic,41,779,9348,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-8fd62c,A-8145a0,27-03-2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-05ad41,A-139c3b,12-12-2024,,Pro,41,2009,24108,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-77ca30,A-82d8a6,12-12-2024,,Pro,37,1813,21756,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-6450ac,A-b2225d,17-09-2024,,Basic,47,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-d2863b,A-ac9111,04-10-2023,01-01-2024,Basic,21,399,4788,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-fade3d,A-2edab2,24-07-2024,,Basic,17,323,3876,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-2223bf,A-5a215a,23-10-2024,26-11-2024,Pro,87,4263,51156,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-6bbf29,A-a09355,22-08-2024,,Basic,14,266,3192,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d76f8b,A-e1b9cd,30-03-2024,,Basic,40,760,9120,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b7d290,A-7920cc,06-12-2024,,Enterprise,69,13731,164772,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b36569,A-ff3c73,23-09-2024,,Basic,21,399,4788,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-79d1e0,A-ce550d,31-12-2024,31-12-2024,Enterprise,109,21691,260292,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-089fa7,A-9174e0,16-12-2024,,Enterprise,37,7363,88356,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-de059a,A-35083d,11-05-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-eccbe0,A-e3bd71,07-12-2024,,Pro,31,1519,18228,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-9a4589,A-3a7284,15-12-2024,,Pro,31,1519,18228,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e83351,A-bd4708,02-10-2024,,Pro,69,3381,40572,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-6e8126,A-560d27,04-11-2024,,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-134439,A-cbd1a3,30-11-2024,,Pro,6,294,3528,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-8bab7f,A-72799b,21-04-2024,30-09-2024,Basic,20,380,4560,FALSE,FALSE,TRUE,TRUE,monthly,TRUE
S-dd3b36,A-1b7577,26-11-2024,06-12-2024,Basic,4,76,912,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-085f96,A-2bc93d,31-12-2023,,Enterprise,40,7960,95520,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-6895d0,A-5a92e7,13-06-2024,,Pro,29,1421,17052,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-670476,A-8b0451,18-11-2024,31-12-2024,Enterprise,41,8159,97908,FALSE,FALSE,FALSE,TRUE,monthly,TRUE
S-2d807a,A-34d880,18-04-2024,,Enterprise,53,10547,126564,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-2245c0,A-6f50ae,19-11-2024,,Enterprise,19,3781,45372,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-0a5cd7,A-ffdfd5,16-11-2024,,Enterprise,30,5970,71640,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-f93185,A-7df7a7,05-12-2024,,Enterprise,10,1990,23880,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-3c072b,A-ced9aa,01-12-2024,,Basic,3,57,684,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-7c81dd,A-104f1a,05-09-2024,,Pro,40,1960,23520,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a7a9c3,A-fd9422,01-10-2024,,Basic,58,1102,13224,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-8856af,A-c70870,09-12-2024,,Basic,31,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-0a8acf,A-55f257,16-02-2024,,Pro,13,637,7644,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-dbad62,A-58b9ff,16-10-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-7134c2,A-544d0a,02-09-2024,,Pro,29,1421,17052,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-18f80d,A-484819,23-02-2023,,Enterprise,18,3582,42984,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-92d873,A-e83938,25-04-2024,,Enterprise,13,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-37bdb4,A-6dee43,05-04-2024,,Enterprise,80,15920,191040,FALSE,TRUE,FALSE,FALSE,annual,FALSE
S-c226ae,A-b20d99,27-03-2024,,Basic,34,646,7752,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-16b6dc,A-794a0b,02-04-2024,,Pro,23,1127,13524,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-3b98b1,A-0a282f,10-10-2024,,Enterprise,29,5771,69252,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-234115,A-bd4513,28-11-2024,,Basic,50,950,11400,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-862572,A-6e08f3,14-07-2024,,Basic,8,152,1824,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-aad754,A-902ef7,07-11-2024,,Basic,83,1577,18924,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-59fe1d,A-9badbd,21-10-2024,,Basic,21,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-3a3d0f,A-751c58,20-09-2024,,Basic,18,342,4104,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-575bef,A-68f37c,01-08-2024,,Pro,15,735,8820,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-74761f,A-9123ac,23-12-2023,,Enterprise,42,8358,100296,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-79123c,A-4c38bc,19-10-2024,,Enterprise,36,7164,85968,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-600ea7,A-726cfa,21-11-2023,,Pro,11,539,6468,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-fc7e8e,A-0a282f,11-10-2024,,Enterprise,2,398,4776,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-b2f038,A-1b707d,24-01-2024,,Pro,13,637,7644,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-1170cb,A-84ebe4,19-04-2024,,Pro,18,882,10584,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-ba69a4,A-0158bb,30-05-2024,,Basic,25,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-56122a,A-ac85cd,30-11-2024,,Enterprise,61,12139,145668,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-29a901,A-378b99,24-10-2024,,Pro,8,392,4704,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c6c2f6,A-4e0e85,22-08-2024,,Enterprise,104,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-13b606,A-5b1bcd,04-10-2024,,Pro,73,3577,42924,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-1dceca,A-f92792,01-08-2024,,Basic,15,285,3420,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-c14f97,A-7e0a10,05-02-2024,,Pro,46,2254,27048,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-8a7e47,A-c7ffc2,27-12-2024,,Basic,49,931,11172,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-feba2a,A-e3bd71,09-03-2024,,Pro,69,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-02d46a,A-8ed5dd,01-11-2024,,Pro,5,245,2940,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-b5165e,A-bcf664,11-08-2023,,Pro,32,1568,18816,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-bb47b9,A-e4144b,10-11-2024,,Enterprise,41,8159,97908,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-4920e0,A-52dd88,05-12-2023,,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-3781d0,A-5a215a,10-05-2024,06-12-2024,Enterprise,87,17313,207756,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-fec1cd,A-186a44,04-12-2024,,Enterprise,20,3980,47760,FALSE,TRUE,FALSE,FALSE,monthly,FALSE
S-75cba6,A-5a215a,18-09-2024,,Enterprise,87,17313,207756,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-f5ce8e,A-8b25f2,15-12-2024,,Enterprise,13,2587,31044,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-444c6a,A-95b24a,07-10-2023,,Basic,38,722,8664,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-1a2f35,A-832ec2,07-04-2024,,Basic,12,228,2736,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-9d8525,A-cab532,21-04-2023,,Enterprise,11,2189,26268,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-9b8421,A-6a4e2d,29-05-2023,19-07-2024,Pro,56,0,0,TRUE,FALSE,FALSE,TRUE,annual,FALSE
S-704cf3,A-5a215a,24-11-2024,,Basic,87,1653,19836,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-d31de5,A-f45426,22-11-2024,,Pro,17,833,9996,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-383fc5,A-474ad4,03-07-2024,,Enterprise,8,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-ce0d60,A-712426,17-11-2024,,Pro,14,686,8232,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5e8d9f,A-df10db,30-05-2024,,Enterprise,33,6567,78804,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-5bbfe3,A-1ac5e0,29-11-2024,,Basic,33,627,7524,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-c935b8,A-684255,14-04-2024,,Basic,32,608,7296,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e4b79e,A-2e3bad,06-01-2024,,Pro,61,2989,35868,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-76767f,A-068fc6,28-10-2023,,Pro,35,1715,20580,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-e07b30,A-029f69,13-11-2024,,Pro,3,147,1764,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-da78bb,A-712426,17-11-2024,,Basic,9,171,2052,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-1862f2,A-098560,29-07-2024,21-10-2024,Basic,29,551,6612,FALSE,FALSE,FALSE,TRUE,annual,TRUE
S-f9cb2b,A-6965e1,18-12-2024,,Enterprise,34,6766,81192,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-02a3aa,A-e2cd1b,24-06-2024,,Basic,15,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-ce61e0,A-f3ff05,02-08-2024,01-09-2024,Basic,2,38,456,FALSE,TRUE,FALSE,TRUE,monthly,TRUE
S-e98bfd,A-8adedc,18-05-2024,,Basic,4,76,912,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-1b524a,A-4a4c2d,11-08-2023,,Basic,54,1026,12312,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-bc2633,A-ba6516,03-11-2024,,Pro,27,1323,15876,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-1d69ca,A-cea1f0,24-06-2024,,Basic,30,570,6840,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-dcf449,A-adc1f3,20-11-2024,,Enterprise,50,9950,119400,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-67965d,A-bc87bc,07-12-2024,,Pro,3,147,1764,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-c86cb0,A-4ae22a,17-10-2024,,Enterprise,6,1194,14328,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-9c4090,A-6f50ae,01-05-2024,,Basic,19,361,4332,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-162441,A-249769,06-09-2024,,Enterprise,4,796,9552,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-a63da6,A-157070,10-09-2024,,Pro,30,1470,17640,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
S-4b5470,A-b78bf8,17-11-2024,,Enterprise,33,6567,78804,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-fd2307,A-bbe56f,29-08-2023,,Enterprise,21,4179,50148,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-78f738,A-c70870,29-12-2024,,Enterprise,170,33830,405960,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
S-81d174,A-271f46,02-05-2024,,Enterprise,38,7562,90744,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-cfd4a3,A-8bde0c,23-12-2024,,Pro,93,4557,54684,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-86673a,A-ced9aa,08-11-2024,,Basic,22,418,5016,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-df262a,A-43a9e3,06-11-2023,,Enterprise,28,5572,66864,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-58d2c8,A-a6d261,19-11-2024,,Basic,13,247,2964,FALSE,TRUE,FALSE,FALSE,annual,TRUE
S-02949d,A-bd4708,02-12-2024,,Pro,37,1813,21756,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-d5c6cc,A-34ea2f,10-10-2024,,Pro,83,4067,48804,FALSE,FALSE,FALSE,FALSE,annual,TRUE
