usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-def0bc,S-b22602,25-04-2023,feature_34,11,2145,0,FALSE
U-cea805,S-47ce2d,13-01-2023,feature_14,15,4290,0,FALSE
U-49529d,S-5fffe8,29-09-2024,feature_16,13,4524,4,FALSE
U-e27fcd,S-013f5c,07-07-2023,feature_31,12,1452,0,FALSE
U-885140,S-dcae52,22-07-2023,feature_9,8,472,2,FALSE
U-7416e8,S-467918,23-03-2023,feature_1,9,4068,1,FALSE
U-5d714c,S-07aba0,09-02-2024,feature_19,14,6314,0,FALSE
U-738d16,S-f932c0,09-04-2023,feature_33,10,2780,1,FALSE
U-7f6f00,S-b9c635,04-06-2024,feature_33,6,3090,1,FALSE
U-b47bde,S-47e122,22-06-2024,feature_36,6,3174,1,FALSE
U-b027d1,S-6f0aa3,25-12-2023,feature_33,10,5080,0,TRUE
U-2903bf,S-6d51c5,21-04-2024,feature_38,12,5916,2,FALSE
U-b51883,S-22365f,12-04-2023,feature_19,11,1023,1,FALSE
U-ce593c,S-6b534f,08-09-2024,feature_19,13,5603,0,FALSE
U-ed5baf,S-7c5f3b,24-10-2024,feature_40,7,420,0,FALSE
U-835ad0,S-e32b16,26-08-2024,feature_12,14,3290,2,FALSE
U-961f65,S-73cd99,29-12-2023,feature_7,6,156,0,FALSE
U-b14f94,S-008cab,26-10-2024,feature_14,10,1410,3,FALSE
U-0f2301,S-4e63e7,17-11-2024,feature_34,9,3708,0,FALSE
U-a856ec,S-53a9f7,16-06-2024,feature_28,8,4480,0,FALSE
U-620402,S-b6a35b,08-08-2024,feature_34,12,3756,0,FALSE
U-12da2b,S-92e8cb,19-01-2023,feature_2,8,1912,4,FALSE
U-18a19e,S-c46499,30-01-2024,feature_22,5,330,1,FALSE
U-72ecb1,S-d232ad,20-02-2023,feature_21,6,888,1,FALSE
U-51a7d3,S-62c824,07-04-2023,feature_7,19,5396,3,FALSE
U-ae6c6b,S-c38acd,10-02-2023,feature_29,12,5052,2,TRUE
U-6fd11b,S-1c23d2,08-04-2023,feature_15,12,2712,0,FALSE
U-4e09b7,S-4e4ab7,02-07-2023,feature_37,10,2940,0,FALSE
U-204fcf,S-a44d30,18-01-2024,feature_31,13,5876,0,FALSE
U-257aa4,S-ed4e09,12-09-2023,feature_37,4,1728,2,FALSE
U-43d446,S-51924b,01-02-2023,feature_35,11,3091,1,TRUE
U-cfd2aa,S-b3613a,18-06-2023,feature_38,10,4940,2,TRUE
U-82f50d,S-f243c1,05-11-2023,feature_21,3,645,0,FALSE
U-4c3d4f,S-8921cb,10-03-2024,feature_35,10,4590,2,FALSE
U-8f6304,S-7ac9dd,13-03-2023,feature_10,7,4102,0,FALSE
U-bffb37,S-6bdda7,26-02-2024,feature_32,10,3900,1,FALSE
U-31c9a1,S-ffe125,27-04-2023,feature_13,9,3132,0,TRUE
U-72c04b,S-6cfb27,08-10-2024,feature_21,10,4180,1,FALSE
U-c38a52,S-2c1ca6,15-10-2023,feature_15,9,1152,0,FALSE
U-cadb7e,S-762cae,22-07-2023,feature_33,7,1400,3,FALSE
U-10851f,S-83b708,25-07-2024,feature_37,10,3760,0,FALSE
U-a635eb,S-c2b60b,09-03-2023,feature_12,9,504,0,FALSE
U-21ec87,S-cb8a5c,16-06-2024,feature_22,3,1785,1,FALSE
U-8d323c,S-e86a94,16-11-2023,feature_4,10,350,0,FALSE
U-9a7697,S-feea3a,14-10-2023,feature_7,9,4194,2,FALSE
U-674371,S-8b52b5,09-08-2023,feature_26,9,2358,0,FALSE
U-071c39,S-2a9676,07-09-2023,feature_32,12,3108,0,FALSE
U-d3b6ea,S-b784a1,21-03-2023,feature_14,8,2488,0,FALSE
U-dbc945,S-95d1dd,15-11-2023,feature_5,8,2432,1,FALSE
U-1b159f,S-d49a8f,07-05-2023,feature_33,12,7092,1,FALSE
U-f85d4d,S-42671b,07-02-2024,feature_11,10,810,2,FALSE
U-604b63,S-a3cbd4,25-04-2024,feature_39,8,2448,0,FALSE
U-7a23ab,S-97efb2,19-10-2024,feature_40,7,1302,1,FALSE
U-fd9a47,S-579a24,05-02-2023,feature_7,8,4088,1,FALSE
U-9f729d,S-ccc10f,22-05-2024,feature_18,16,8944,0,FALSE
U-007c96,S-4f2ca8,24-03-2023,feature_22,9,837,0,FALSE
U-95bc36,S-6a8046,12-12-2023,feature_2,15,7605,5,FALSE
U-e9ac58,S-2c64e6,07-03-2024,feature_16,15,1305,0,FALSE
U-1a522e,S-e4ce2c,28-05-2023,feature_18,8,528,2,FALSE
U-10ec3b,S-86673a,23-08-2024,feature_25,7,609,0,FALSE
U-9907f2,S-92afb8,16-12-2024,feature_21,13,1287,1,FALSE
U-9ce08e,S-71fc3d,10-02-2024,feature_26,13,2340,0,FALSE
U-133525,S-7fca0e,05-04-2023,feature_18,7,2548,1,FALSE
U-f6cb74,S-5a94f7,22-02-2023,feature_28,6,1974,3,FALSE
U-18763e,S-cc30c5,06-12-2024,feature_28,16,8384,0,FALSE
U-4d8c04,S-3eb9c8,16-06-2023,feature_14,13,5941,0,FALSE
U-058c97,S-70cf3c,16-01-2024,feature_29,7,3346,0,FALSE
U-c79446,S-c0e639,23-11-2024,feature_30,9,1170,0,FALSE
U-cf4cef,S-50e517,09-03-2023,feature_37,10,5890,0,FALSE
U-b2082d,S-2a928c,11-12-2024,feature_39,13,1209,0,FALSE
U-fdfb2b,S-383ac2,24-01-2024,feature_31,8,48,0,FALSE
U-ad66f4,S-4ea564,14-10-2024,feature_1,11,66,2,FALSE
U-662b02,S-17e05f,25-06-2023,feature_29,9,5364,5,FALSE
U-04528f,S-c7667c,14-06-2023,feature_18,8,2544,3,FALSE
U-b7f2fd,S-ac6547,07-07-2023,feature_29,10,5220,0,FALSE
U-d69b57,S-9e74ba,20-07-2023,feature_1,7,105,0,FALSE
U-66cad7,S-b8a352,12-09-2024,feature_35,6,3078,0,FALSE
U-953dc4,S-328ac2,14-10-2024,feature_3,8,3480,0,FALSE
U-18d67a,S-f8357e,09-03-2024,feature_22,7,4074,0,FALSE
U-cb2587,S-0891f1,03-09-2024,feature_6,11,6138,0,FALSE
U-92d48f,S-3ad334,09-07-2024,feature_20,12,6336,0,FALSE
U-a6488e,S-61797c,14-12-2024,feature_18,4,812,0,FALSE
U-42995d,S-0c46bb,08-01-2023,feature_14,5,3000,1,FALSE
U-2cd611,S-76c7da,20-06-2023,feature_25,14,7994,0,FALSE
U-e888b6,S-8da449,28-05-2024,feature_31,10,310,0,FALSE
U-c45c79,S-e53224,26-04-2024,feature_24,13,5018,0,TRUE
U-4ebc7f,S-525d6b,28-06-2024,feature_24,16,4768,0,FALSE
U-0c6c9f,S-1d081a,10-05-2024,feature_25,12,4044,0,FALSE
U-a12f7b,S-76b06c,05-01-2023,feature_38,12,1812,0,FALSE
U-a175a0,S-5818be,04-03-2024,feature_19,13,2795,0,FALSE
U-bf6860,S-5d68fb,01-06-2024,feature_8,9,2088,0,FALSE
U-b73b58,S-92f4b4,03-06-2023,feature_12,15,5385,0,FALSE
U-fae16a,S-1bf697,15-01-2024,feature_2,13,3497,0,TRUE
U-289b40,S-11d378,22-05-2023,feature_11,7,3052,0,FALSE
U-a7ade2,S-a54f87,10-11-2023,feature_16,12,4644,0,FALSE
U-1145b8,S-434140,08-08-2024,feature_18,6,1962,0,FALSE
U-96948d,S-f2b79f,24-10-2024,feature_29,12,2904,2,FALSE
U-2c89de,S-e66f1a,21-10-2023,feature_37,8,1272,1,FALSE
U-d34f76,S-c7667c,08-03-2024,feature_12,10,1530,3,FALSE
U-69c66f,S-d3f138,18-05-2024,feature_29,7,3101,0,FALSE
U-b3c97c,S-b17d04,26-07-2023,feature_36,9,1440,1,FALSE
U-1905f6,S-bbff6f,02-03-2023,feature_31,13,988,0,FALSE
U-6e3c6e,S-7d55dc,20-02-2023,feature_10,16,4256,0,FALSE
U-3c22a1,S-3f00dc,22-06-2024,feature_34,9,3987,0,FALSE
U-47e304,S-bc2633,26-04-2023,feature_30,10,2500,1,FALSE
U-7153bb,S-c2c197,09-09-2024,feature_25,4,1976,0,FALSE
U-676613,S-e0a991,08-09-2023,feature_15,8,1696,0,FALSE
U-0347ef,S-ed61a2,01-06-2024,feature_13,9,1845,0,FALSE
U-54a90b,S-412125,01-04-2024,feature_28,14,8008,2,FALSE
U-0404c4,S-0e43ee,04-08-2023,feature_36,6,2478,1,FALSE
U-c69e9a,S-3f1bb5,17-08-2024,feature_34,9,1422,5,FALSE
U-1511da,S-9a41e6,09-06-2024,feature_8,9,4167,3,FALSE
U-f347c5,S-4d47e3,24-07-2024,feature_28,14,7784,0,FALSE
U-c52885,S-21e372,23-01-2024,feature_23,9,1701,0,FALSE
U-592f66,S-e0bfb1,13-09-2023,feature_22,10,430,2,FALSE
U-2451bf,S-525d6b,12-10-2024,feature_39,5,1230,2,FALSE
U-ff1053,S-afc43d,10-07-2024,feature_32,12,2916,0,FALSE
U-5f3c54,S-b32a70,17-05-2023,feature_8,13,7774,3,FALSE
U-ac418f,S-65ec6b,19-06-2024,feature_2,9,3510,1,FALSE
U-103e23,S-28eeec,19-09-2023,feature_39,15,6270,0,FALSE
U-c4495b,S-d0f5fb,13-11-2024,feature_13,11,2398,0,TRUE
U-403b97,S-ea71b5,30-06-2023,feature_39,20,7280,0,FALSE
U-883f32,S-8a9db8,08-07-2024,feature_26,6,2874,0,FALSE
U-349b0b,S-28d401,07-06-2023,feature_27,9,4041,1,FALSE
U-8f0f99,S-a7ea10,01-07-2024,feature_6,6,372,0,FALSE
U-5ef549,S-d538f6,18-02-2024,feature_29,6,2832,1,FALSE
U-ae4df4,S-5272ff,05-07-2024,feature_27,13,5954,1,FALSE
U-b35d90,S-e0a4c5,19-12-2024,feature_39,11,5478,1,FALSE
U-2947c3,S-631547,29-06-2024,feature_5,11,561,0,FALSE
U-16b10e,S-a525b3,29-10-2024,feature_37,11,4983,0,FALSE
U-3ed60f,S-2d807a,16-03-2024,feature_33,17,10064,3,FALSE
U-5780a1,S-9f7b07,22-08-2023,feature_14,16,608,4,FALSE
U-f8174b,S-1261fb,09-08-2023,feature_32,13,3796,0,TRUE
U-87099f,S-07abdd,15-11-2024,feature_28,8,1328,0,FALSE
U-b8dda9,S-374be8,24-05-2023,feature_25,10,1250,0,FALSE
U-4bdaa4,S-60b7c7,27-12-2024,feature_16,10,2520,0,FALSE
U-c55fe2,S-374628,14-10-2023,feature_36,14,6832,1,FALSE
U-207e65,S-b47d75,12-07-2023,feature_25,14,5082,3,FALSE
U-f0d5f9,S-7b01d4,24-06-2024,feature_35,7,1995,1,FALSE
U-ffc9aa,S-e09e04,24-04-2023,feature_40,11,6094,1,FALSE
U-94a4cf,S-4473ec,07-02-2024,feature_6,11,2431,0,TRUE
U-38692b,S-76c7da,17-08-2024,feature_20,14,364,0,FALSE
U-847256,S-8fd98a,01-09-2023,feature_24,7,3416,0,FALSE
U-a6e6e7,S-d925e2,28-09-2023,feature_30,17,7089,0,FALSE
U-05b9da,S-067edc,05-09-2024,feature_36,11,3971,0,FALSE
U-72a45e,S-2416eb,31-05-2023,feature_26,8,4320,0,FALSE
U-bd5f18,S-d1f12e,05-02-2023,feature_1,9,4329,0,FALSE
U-2af3ea,S-ccf11b,20-07-2024,feature_20,12,2844,0,FALSE
U-f5070f,S-cdf835,25-10-2024,feature_23,9,4878,3,FALSE
U-eff5de,S-dabcd2,28-01-2023,feature_38,8,4224,2,FALSE
U-230ad5,S-2ddb46,20-03-2024,feature_37,11,1859,1,FALSE
U-f28ccb,S-600ea7,22-10-2024,feature_21,4,84,0,FALSE
U-b530a9,S-50815c,08-03-2023,feature_18,17,578,0,FALSE
U-0fd9f9,S-7de656,30-05-2024,feature_30,13,3029,1,FALSE
U-a6bcef,S-a99771,13-09-2024,feature_32,11,4268,1,FALSE
U-8b167a,S-67965d,20-08-2023,feature_19,12,4008,0,FALSE
U-dfbe28,S-81d580,26-01-2024,feature_19,7,4081,0,FALSE
U-ad00e0,S-fef8bf,13-04-2023,feature_4,11,5544,3,FALSE
U-7ad28e,S-11d922,10-08-2024,feature_39,4,1840,0,FALSE
U-7d3e7f,S-2b58a7,26-05-2023,feature_10,10,1690,0,FALSE
U-48f5c2,S-09223a,15-12-2024,feature_28,6,1914,0,TRUE
U-0b3641,S-7b7e04,22-11-2024,feature_6,12,4032,0,FALSE
U-cf8f33,S-6ce221,31-08-2023,feature_3,9,135,0,FALSE
U-428373,S-7cc0ec,23-05-2024,feature_1,16,2304,0,FALSE
U-e68ca7,S-333abd,08-01-2024,feature_4,8,3936,0,FALSE
U-34a7bc,S-c787e2,18-09-2024,feature_31,12,5424,2,FALSE
U-828819,S-3f18be,07-09-2023,feature_35,2,88,1,FALSE
U-b837f3,S-393c51,21-04-2023,feature_17,14,5194,0,FALSE
U-b7f2bd,S-6ee6c9,21-07-2024,feature_25,10,150,0,FALSE
U-a2fdca,S-f6b264,21-03-2024,feature_34,14,1078,0,FALSE
U-788227,S-dc1cf4,08-02-2023,feature_32,13,4615,1,FALSE
U-991f14,S-aff55c,25-02-2023,feature_2,8,3336,0,FALSE
U-ff732b,S-310ae0,23-12-2023,feature_24,10,5470,2,FALSE
U-2b8e6d,S-d30894,05-08-2024,feature_15,17,2805,2,FALSE
U-7b7182,S-461988,22-09-2023,feature_17,10,3310,0,FALSE
U-4e4fdd,S-26836c,22-03-2024,feature_22,7,1344,0,TRUE
U-b4ff12,S-2632a2,05-07-2023,feature_9,11,1133,0,FALSE
U-454aca,S-59c612,02-07-2024,feature_40,9,2889,2,FALSE
U-fce285,S-1e349b,27-03-2023,feature_13,13,7670,0,FALSE
U-d11cc9,S-cb853a,18-01-2024,feature_6,10,4620,0,FALSE
U-c50d54,S-c3ecd8,31-07-2024,feature_39,6,1248,1,FALSE
U-373836,S-2d494e,23-02-2023,feature_16,9,5121,2,TRUE
U-bffb02,S-86d360,21-11-2023,feature_28,14,4746,0,FALSE
U-81585e,S-41ea32,12-02-2023,feature_31,7,126,0,FALSE
U-bd9aef,S-80ed6b,06-11-2024,feature_28,11,4213,0,TRUE
U-6fadbb,S-648e54,14-01-2023,feature_28,10,2180,0,FALSE
U-5b6fce,S-dee62f,25-04-2023,feature_5,11,1628,0,FALSE
U-9321bd,S-1f15a2,11-05-2024,feature_19,4,188,0,FALSE
U-9e9a88,S-e1820e,25-10-2024,feature_8,18,1260,0,FALSE
U-e79274,S-b991d2,15-07-2023,feature_2,8,3112,0,FALSE
U-5633aa,S-66f0d0,07-09-2024,feature_15,10,5480,0,TRUE
U-894b52,S-104053,12-03-2023,feature_18,2,652,3,TRUE
U-81e9e0,S-6ff09c,12-07-2024,feature_29,13,6968,0,FALSE
U-59cec3,S-1ccdd4,08-09-2024,feature_38,5,2915,0,FALSE
U-f8e844,S-a09e70,19-05-2023,feature_33,10,5950,1,TRUE
U-090512,S-2ec763,08-01-2023,feature_12,12,6840,1,FALSE
U-dd1f97,S-1bdc35,27-02-2023,feature_24,19,2888,0,TRUE
U-611337,S-d65491,29-05-2024,feature_23,13,689,0,FALSE
U-edd08b,S-7b65f4,28-01-2024,feature_4,5,2890,0,FALSE
U-02cacb,S-f4caa8,20-04-2023,feature_37,13,1339,0,FALSE
U-ebf53a,S-21f8b3,30-10-2024,feature_27,11,649,4,FALSE
U-f988b5,S-6bbf29,19-12-2024,feature_35,7,2569,3,FALSE
U-734153,S-2aaa9c,03-08-2024,feature_27,11,3718,1,FALSE
U-d76a02,S-eccbe0,19-09-2024,feature_36,8,592,0,FALSE
U-7c1144,S-f49f24,06-10-2023,feature_18,11,220,0,FALSE
U-f8b029,S-0337da,05-09-2023,feature_35,14,6202,0,FALSE
U-6e74c8,S-55ef07,12-11-2023,feature_30,11,836,0,FALSE
U-57e114,S-61bcfb,26-05-2024,feature_4,11,4246,0,FALSE
U-73ffa6,S-7791c3,06-06-2024,feature_30,10,3180,0,FALSE
U-bd48b8,S-549340,28-04-2024,feature_3,9,3141,0,FALSE
U-f60d5f,S-5631a9,25-01-2024,feature_10,10,2350,0,FALSE
U-ac19c1,S-c005ac,18-02-2023,feature_24,10,4060,5,FALSE
U-eea0ff,S-e912e6,21-08-2024,feature_20,10,2830,0,FALSE
U-1d29a0,S-c1316c,21-04-2023,feature_24,8,120,0,TRUE
U-15d7ef,S-8b721c,22-05-2023,feature_15,17,5899,0,FALSE
U-09d62b,S-85ba19,03-03-2024,feature_26,14,5432,0,FALSE
U-89391c,S-1976bb,19-03-2024,feature_4,4,1492,2,FALSE
U-b4ba22,S-7a06fe,24-12-2023,feature_40,8,208,4,FALSE
U-cfcf46,S-acb7af,05-01-2024,feature_24,6,2838,0,FALSE
U-bdcf6c,S-f53776,04-12-2023,feature_32,12,6660,0,FALSE
U-8fbacf,S-679640,06-08-2023,feature_31,10,5910,0,FALSE
U-2b9e0b,S-05555d,20-08-2024,feature_7,8,2560,2,FALSE
U-f64575,S-ee956d,30-09-2023,feature_15,8,3816,0,FALSE
U-1623c5,S-1bbdf0,03-08-2024,feature_38,9,423,0,FALSE
U-869d14,S-7ded4d,30-11-2023,feature_10,7,623,0,FALSE
U-cc304f,S-c844bd,01-02-2024,feature_2,8,1056,0,TRUE
U-3c249d,S-8deb5f,22-05-2023,feature_30,8,3496,2,FALSE
U-933f3d,S-da78bb,24-05-2024,feature_5,9,2880,1,FALSE
U-f8fda9,S-c46499,15-09-2023,feature_15,9,1593,1,FALSE
U-61cf90,S-302856,14-04-2023,feature_5,15,8985,3,FALSE
U-9b2f4e,S-ec7c12,14-05-2023,feature_28,7,3017,0,FALSE
U-a300db,S-595693,29-08-2023,feature_32,8,3720,0,FALSE
U-59aab6,S-0d6ea4,09-10-2024,feature_36,7,812,1,FALSE
U-660c1f,S-0aba5b,13-09-2023,feature_1,8,4440,0,FALSE
U-ebb083,S-3a897f,11-04-2023,feature_17,9,3447,4,FALSE
U-0a2373,S-9d7c19,13-09-2023,feature_32,5,2755,0,FALSE
U-602749,S-228457,01-08-2023,feature_20,7,2800,0,TRUE
U-922d10,S-f9bd62,20-07-2023,feature_12,14,7448,0,FALSE
U-addfbe,S-5fe191,28-09-2023,feature_10,11,4158,1,FALSE
U-7a7581,S-0463f5,24-11-2023,feature_26,10,5700,0,FALSE
U-84e485,S-b95aac,28-02-2024,feature_35,11,429,4,FALSE
U-ed89ed,S-006fed,21-07-2024,feature_3,9,333,0,FALSE
U-1e9a20,S-d9ad28,04-01-2024,feature_36,10,5940,0,FALSE
U-c1bfed,S-d041d2,17-12-2024,feature_14,11,6182,0,TRUE
U-2e8d9e,S-9b623b,02-12-2023,feature_31,13,5018,0,TRUE
U-408525,S-f49e0b,05-04-2023,feature_21,16,4496,0,FALSE
U-2214be,S-8bf576,02-12-2024,feature_35,11,3806,0,FALSE
U-001909,S-0acba4,07-07-2024,feature_7,10,5780,2,FALSE
U-631f1b,S-c84c8d,07-05-2024,feature_30,10,2850,2,TRUE
U-c28fa7,S-82eb3e,16-10-2023,feature_34,7,3759,0,FALSE
U-d072f1,S-25a969,22-12-2023,feature_8,17,5219,0,FALSE
U-29cae3,S-383fc5,13-03-2024,feature_27,9,891,0,TRUE
U-0f7af5,S-d75e1f,04-11-2024,feature_39,14,4956,1,FALSE
U-d84c30,S-bf893c,24-04-2023,feature_30,5,500,1,FALSE
U-a34ac2,S-808668,04-01-2023,feature_27,11,4147,1,FALSE
U-bfe7b3,S-6b200f,25-05-2023,feature_26,14,5670,0,FALSE
U-9e2232,S-f53776,03-07-2024,feature_36,7,2625,0,FALSE
U-f26c53,S-22cbb3,18-11-2023,feature_22,7,1715,1,FALSE
U-f2b54a,S-25ee09,14-08-2023,feature_32,11,5643,0,FALSE
U-1f3518,S-ed2593,19-03-2024,feature_24,10,3650,0,FALSE
U-3aebde,S-af6284,16-02-2023,feature_11,8,1912,1,FALSE
U-109060,S-8d516f,16-10-2023,feature_9,13,3159,0,FALSE
U-5f1b11,S-54df4c,15-04-2023,feature_28,11,2090,0,FALSE
U-bb40d5,S-91419b,26-01-2024,feature_28,14,3920,0,FALSE
U-5251fe,S-86615c,14-11-2023,feature_40,14,1610,0,FALSE
U-973c05,S-07e821,25-10-2024,feature_26,8,832,0,FALSE
U-6255f9,S-a5a40b,30-01-2024,feature_11,9,5094,0,FALSE
U-fc0f1a,S-bbdf5c,28-08-2023,feature_26,9,2052,0,FALSE
U-fad167,S-7b3fd3,04-07-2024,feature_4,8,3104,3,FALSE
U-8e24ce,S-323f3e,25-07-2023,feature_6,11,4114,1,FALSE
U-52e6e1,S-dccf50,07-10-2024,feature_13,7,588,1,FALSE
U-df36f9,S-cea51e,20-12-2023,feature_28,9,1089,1,FALSE
U-e3be82,S-a96f6c,30-03-2024,feature_1,5,860,0,FALSE
U-648ba3,S-d18856,02-06-2024,feature_19,15,7365,2,FALSE
U-ec3139,S-8c8905,01-11-2023,feature_20,14,6608,1,FALSE
U-9a82bc,S-6d9231,16-07-2023,feature_29,9,1611,0,FALSE
U-c5c1fc,S-f5efe4,21-08-2023,feature_40,13,1521,0,FALSE
U-ea41bd,S-02b754,25-01-2024,feature_5,13,5486,0,FALSE
U-8f7235,S-054897,14-06-2023,feature_11,8,2872,1,FALSE
U-5c4411,S-9eeb7e,13-07-2024,feature_22,8,4320,0,FALSE
U-9bc62b,S-c86cb0,08-11-2024,feature_13,14,1792,0,TRUE
U-109fe1,S-f762a3,11-10-2024,feature_21,10,5120,1,FALSE
U-6e5dc7,S-369495,16-01-2023,feature_34,11,5093,0,TRUE
U-da3a01,S-8eb955,02-04-2024,feature_18,11,363,0,FALSE
U-64395f,S-28332f,19-07-2023,feature_40,7,3451,0,FALSE
U-9b233a,S-374628,11-08-2024,feature_27,13,1443,1,FALSE
U-6a47e0,S-c86492,22-12-2023,feature_27,13,4602,0,FALSE
U-af3861,S-ee30bb,11-05-2024,feature_38,5,2950,0,FALSE
U-ede994,S-e32789,30-01-2024,feature_8,7,3661,1,FALSE
U-a1391e,S-41bb1b,24-10-2023,feature_17,2,314,0,FALSE
U-a20b4e,S-7b2efe,08-05-2023,feature_6,4,2092,0,FALSE
U-66c2b6,S-0a2238,03-09-2024,feature_21,11,2981,0,FALSE
U-da8308,S-2aafa6,17-11-2023,feature_5,8,1072,0,FALSE
U-c604b8,S-ea71b5,17-04-2023,feature_24,7,959,0,FALSE
U-2a8a04,S-6e0386,18-03-2024,feature_16,10,3230,0,FALSE
U-7cc571,S-0455a5,15-09-2023,feature_1,10,730,4,FALSE
U-e05806,S-9f59fd,31-03-2023,feature_29,10,540,0,FALSE
U-d46b03,S-6b7487,15-09-2023,feature_39,13,1625,0,FALSE
U-bdb7d1,S-f84a6f,10-11-2023,feature_21,12,2664,0,FALSE
U-b971b6,S-f2be88,19-05-2024,feature_23,15,2820,0,FALSE
U-779fbc,S-d1c9e3,09-04-2023,feature_24,13,5135,2,FALSE
U-1bf46b,S-3a79ac,10-10-2023,feature_28,11,1276,0,TRUE
U-2c1e5a,S-606747,02-12-2024,feature_20,15,1245,0,FALSE
U-3b368f,S-b23d8d,30-04-2024,feature_15,18,3546,0,FALSE
U-41aba3,S-e7de53,11-03-2024,feature_34,6,1686,3,TRUE
U-3f22cc,S-10bd09,25-09-2024,feature_6,10,2110,0,FALSE
U-c9acab,S-59fe1d,15-03-2023,feature_32,13,6799,1,FALSE
U-e1f7e5,S-f74ac6,16-01-2023,feature_40,11,110,0,FALSE
U-3a2581,S-c249fb,24-04-2023,feature_37,13,5044,3,FALSE
U-a2d5a0,S-7b896c,19-10-2024,feature_7,14,4354,1,FALSE
U-8dd317,S-a99771,15-04-2023,feature_20,9,3348,0,FALSE
U-2ce8e6,S-e561b9,14-10-2023,feature_38,13,4836,0,TRUE
U-5495da,S-25ec8c,28-06-2024,feature_13,15,8400,0,TRUE
U-0093fc,S-4ebd94,06-08-2023,feature_25,6,3402,1,TRUE
U-7c2ecd,S-f97609,23-04-2024,feature_12,15,6120,1,FALSE
U-76894e,S-01fa46,21-03-2023,feature_34,11,605,0,FALSE
U-04f12e,S-765a5f,21-09-2023,feature_16,17,9129,1,FALSE
U-220e7a,S-c7f25a,12-03-2023,feature_25,16,8928,0,FALSE
U-a9737f,S-742e23,26-06-2024,feature_9,8,3872,0,FALSE
U-86431a,S-8d2824,20-07-2023,feature_2,6,222,0,FALSE
U-f8947d,S-21d0ab,18-01-2023,feature_20,12,4788,0,FALSE
U-e467fe,S-0e9f1e,14-09-2023,feature_22,12,96,0,FALSE
U-646c31,S-5163bd,23-01-2023,feature_1,15,5865,0,FALSE
U-db36b3,S-3bd427,25-09-2023,feature_23,13,1716,0,FALSE
U-1a426b,S-432401,21-09-2024,feature_4,7,3696,0,FALSE
U-425b16,S-4e3e04,09-06-2024,feature_31,9,2169,0,FALSE
U-e4d63f,S-26dbbf,24-02-2023,feature_2,9,1674,0,FALSE
U-94a473,S-a4139f,15-10-2024,feature_25,1,249,0,FALSE
U-3416e1,S-223221,12-04-2024,feature_12,6,1050,2,FALSE
U-e40f59,S-202695,23-05-2024,feature_15,17,7497,0,FALSE
U-0c814d,S-aef18a,02-03-2023,feature_17,9,1953,0,FALSE
U-136f51,S-1f4db5,26-10-2024,feature_25,11,550,0,FALSE
U-eb5263,S-b39049,22-08-2024,feature_4,8,2168,0,TRUE
U-ea338a,S-6ce11a,28-08-2023,feature_23,4,880,0,FALSE
U-256760,S-7bb339,25-05-2023,feature_11,8,3464,0,FALSE
U-9e4717,S-4e00a0,24-09-2023,feature_38,10,2150,2,TRUE
U-e3d62f,S-85eb8f,19-12-2023,feature_14,11,6391,0,FALSE
U-1b50db,S-a1676a,14-07-2023,feature_20,6,2298,1,FALSE
U-71dfab,S-c0e639,19-07-2023,feature_23,17,7633,0,FALSE
U-3227f6,S-a0a5e3,29-05-2023,feature_27,11,715,1,FALSE
U-f7ebf0,S-c89bff,05-03-2023,feature_2,8,4640,0,FALSE
U-cc9529,S-58ab69,10-06-2023,feature_30,7,1862,0,FALSE
U-091df3,S-27f7b2,18-12-2024,feature_21,14,1344,0,FALSE
U-d62b26,S-775719,01-11-2024,feature_16,11,1342,2,FALSE
U-90cbec,S-f30a79,25-10-2023,feature_6,11,825,3,FALSE
U-d6066a,S-329803,21-09-2024,feature_6,8,1672,0,FALSE
U-fcbbeb,S-138c41,11-01-2024,feature_27,10,3220,0,FALSE
U-1f4dac,S-c84c8d,18-10-2024,feature_11,6,2244,1,FALSE
U-545202,S-cd0f21,27-06-2023,feature_28,12,552,2,FALSE
U-a5988c,S-64bd69,27-02-2024,feature_9,7,3899,2,FALSE
U-dddb40,S-7e7a73,05-11-2024,feature_12,12,2112,0,FALSE
U-7bc3cc,S-0ce88b,17-06-2024,feature_17,7,1491,1,FALSE
U-f18663,S-e3dff3,18-04-2024,feature_39,7,1379,1,FALSE
U-05e8c1,S-8bbfcd,23-10-2024,feature_39,17,5627,1,FALSE
U-ceb8b3,S-03bfa3,04-11-2023,feature_24,6,3480,0,FALSE
U-9ee989,S-ffce65,21-06-2023,feature_10,13,4394,0,FALSE
U-ac6927,S-19f80d,18-10-2024,feature_31,12,3480,2,FALSE
U-5b97f7,S-1c2a4a,26-11-2023,feature_12,14,3948,0,FALSE
U-d6dcf4,S-2ee2e1,14-04-2024,feature_23,4,1648,1,FALSE
U-ded778,S-a67e83,19-11-2023,feature_7,9,1539,0,FALSE
U-c08e41,S-f4e0a6,09-06-2024,feature_40,13,4498,0,FALSE
U-c11eff,S-5a500d,26-07-2023,feature_35,11,2167,0,FALSE
U-3b2b2e,S-f53776,17-05-2024,feature_27,13,5694,3,FALSE
U-c69beb,S-0e8b21,09-04-2024,feature_4,3,660,0,FALSE
U-1699a7,S-dfa4c8,04-01-2023,feature_6,7,1232,0,TRUE
