ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-e74b9f,A-94d3da,2024-06-10,2024-06-11,24,low,98,3,f
T-dfad13,A-5b1bcd,2024-12-17,2024-12-17,6,urgent,143,5,f
T-60c481,A-5247b3,2024-07-29,2024-07-31,12,urgent,131,4,f
T-cfae4d,A-fdfc91,2023-01-27,2023-01-28,39,urgent,55,4,f
T-742fdb,A-fdfc91,2024-11-17,2024-11-17,51,urgent,120,3,f
T-48f8ab,A-dcc2f0,2023-07-20,2023-07-20,9,medium,107,,f
T-35ba6a,A-ab438f,2024-03-03,2024-03-03,15,urgent,139,3,f
T-5b9038,A-d922bf,2024-07-16,2024-07-16,21,high,7,3,f
T-0079ed,A-cc98bc,2023-06-13,2023-06-13,20,urgent,125,,f
T-f708b2,A-bc87bc,2023-10-11,2023-10-11,21,low,177,3,f
T-1dc468,A-4c6f11,2023-11-29,2023-11-29,8,urgent,14,5,f
T-cbfee6,A-5247b3,2023-06-11,2023-06-13,17,high,173,,f
T-32cb13,A-1986ca,2023-06-14,2023-06-14,19,urgent,146,4,f
T-88d5fe,A-0b0d6d,2024-01-14,2024-01-15,12,urgent,59,,f
T-325ab2,A-f03140,2023-09-21,2023-09-22,18,medium,71,,f
T-cc5da4,A-86cdb4,2023-08-07,2023-08-09,11,high,33,5,f
T-86268f,A-157070,2024-12-04,2024-12-06,5,low,176,3,f
T-89ae7a,A-503d5a,2024-01-11,2024-01-14,5,high,107,5,f
T-7c37e5,A-8b0451,2024-12-10,2024-12-11,15,urgent,104,,f
T-6deaa1,A-5f2961,2023-06-30,2023-07-02,9,high,19,,f
T-ffd35f,A-bb1eaa,2023-10-15,2023-10-17,5,urgent,106,,f
T-d15fe8,A-600734,2024-03-15,2024-03-17,21,high,88,4,f
T-b45de1,A-a7bd4b,2023-07-11,2023-07-11,14,high,70,4,f
T-0c38ce,A-bbe56f,2024-11-30,2024-12-01,10,urgent,79,,f
T-5b2010,A-038089,2024-04-18,2024-04-18,16,medium,149,3,f
T-2a5b2f,A-f92792,2024-07-03,2024-07-05,18,low,80,4,f
T-8206e8,A-e43bf7,2024-06-17,2024-06-18,7,low,86,,f
T-fd832d,A-4ae22a,2023-02-11,2023-02-11,8,low,107,,f
T-3c6a06,A-c62e55,2024-02-03,2024-02-03,17,urgent,132,4,f
T-8a7eca,A-fa3095,2023-10-24,2023-10-26,24,urgent,132,5,f
T-5df251,A-b179bf,2023-10-06,2023-10-08,12,high,139,,f
T-5bd570,A-dcc3f1,2023-06-10,2023-06-12,15,low,95,,f
T-eeae26,A-0f3e88,2023-11-24,2023-11-26,11,low,104,5,f
T-8ec963,A-bc4d48,2023-06-24,2023-06-25,18,high,133,3,f
T-4b2c43,A-c4ea60,2024-04-07,2024-04-08,41,medium,83,3,f
T-926c1c,A-eb7c38,2024-05-13,2024-05-14,46,medium,119,5,f
T-fcd24e,A-f1f639,2024-12-05,2024-12-05,20,high,27,5,f
T-6db04f,A-ed510f,2023-07-06,2023-07-08,9,urgent,46,,f
T-d89dd4,A-6dee43,2023-11-07,2023-11-08,15,urgent,64,5,f
T-c8c1c0,A-f446b6,2023-07-28,2023-07-28,6,low,25,,f
T-8402a1,A-1e6fc3,2023-04-25,2023-04-25,18,low,122,,f
T-d5bbc8,A-05d3b3,2023-08-13,2023-08-13,18,medium,19,,f
T-d370a4,A-fd7ad3,2023-12-23,2023-12-25,14,urgent,118,5,t
T-f0e463,A-3cc791,2023-12-04,2023-12-06,43,low,75,5,f
T-145a95,A-6f50ae,2023-03-01,2023-03-02,6,medium,144,5,f
T-80284c,A-ce550d,2023-08-24,2023-08-26,10,urgent,64,3,f
T-b03205,A-b9eed8,2023-05-29,2023-05-30,7,urgent,40,3,f
T-935cb7,A-5f7781,2024-08-14,2024-08-16,17,high,21,4,f
T-ad83da,A-fb186e,2023-10-18,2023-10-18,44,urgent,91,,f
T-0d0582,A-ee42db,2024-02-13,2024-02-15,38,medium,5,,f
T-c0b6ed,A-1986ca,2024-07-27,2024-07-29,13,urgent,30,3,f
T-50b851,A-cea1f0,2023-12-26,2023-12-28,18,low,42,4,f
T-f7d63c,A-65a46c,2024-10-29,2024-10-30,49,urgent,4,4,f
T-22710d,A-1b707d,2024-04-19,2024-04-21,38,medium,53,,f
T-699109,A-ced9aa,2024-05-14,2024-05-15,10,urgent,54,,f
T-9bde67,A-524364,2023-09-30,2023-10-02,16,high,59,4,f
T-37b102,A-0be015,2023-04-02,2023-04-03,35,high,133,4,f
T-d62751,A-86cdb4,2024-12-02,2024-12-02,16,urgent,167,,f
T-8384cf,A-d922bf,2024-01-23,2024-01-23,15,low,95,,f
T-22b4a9,A-3cc791,2024-09-18,2024-09-20,44,urgent,48,3,f
T-dc51a8,A-0532a9,2024-11-24,2024-11-25,17,low,6,,f
T-e6c083,A-443b7c,2024-05-16,2024-05-17,54,high,81,5,f
T-6ea0dd,A-a09355,2024-02-08,2024-02-08,24,low,87,4,f
T-f14a3d,A-0be015,2023-04-13,2023-04-13,52,urgent,123,,f
T-621fb8,A-7f8241,2024-04-19,2024-04-20,14,medium,135,3,f
T-adcdc9,A-adc1f3,2023-06-12,2023-06-14,8,urgent,25,4,f
T-6d98ab,A-ced9aa,2023-12-22,2023-12-23,22,high,124,,f
T-9a1036,A-443b7c,2023-01-24,2023-01-25,50,urgent,51,5,f
T-2ca992,A-3f9cc0,2024-08-17,2024-08-18,50,high,28,,f
T-4bf7c6,A-463db0,2024-08-15,2024-08-15,22,low,171,4,f
T-7dfa96,A-e888d1,2023-09-12,2023-09-14,12,low,98,,f
T-274882,A-3b37d9,2023-01-03,2023-01-04,36,medium,89,5,f
T-0ca62f,A-e40f45,2023-08-31,2023-09-01,13,urgent,114,5,f
T-20c0bf,A-2d4502,2023-04-23,2023-04-25,9,urgent,30,5,f
T-1c2c18,A-ed510f,2024-03-28,2024-03-30,18,urgent,122,,f
T-e07558,A-296d7c,2024-04-27,2024-04-27,16,urgent,31,3,f
T-d6be94,A-30b4ca,2023-05-05,2023-05-07,8,medium,125,4,f
T-a14a68,A-86fc1d,2023-08-15,2023-08-17,48,high,38,3,f
T-118f13,A-19b2c8,2024-09-05,2024-09-06,24,high,109,5,f
T-2ae381,A-f3ff05,2023-07-12,2023-07-14,10,medium,108,3,f
T-897033,A-1b7577,2023-08-07,2023-08-09,16,urgent,157,3,f
T-2fee89,A-42e5e1,2024-01-25,2024-01-26,16,high,124,4,f
T-c9394b,A-427b69,2024-04-09,2024-04-09,22,medium,99,,f
T-7b4c85,A-5a215a,2023-07-26,2023-07-28,12,urgent,18,,f
T-ab2c55,A-45ce7a,2023-08-18,2023-08-19,23,medium,49,3,f
T-11b816,A-9077b0,2024-09-07,2024-09-07,12,urgent,180,3,f
T-d51f64,A-558c72,2024-08-28,2024-08-30,15,low,30,,f
T-675d69,A-19b2c8,2023-02-03,2023-02-04,11,medium,132,4,f
T-ba404b,A-8145a0,2023-01-06,2023-01-06,19,low,30,5,f
T-9d4edb,A-9174e0,2023-06-09,2023-06-11,22,low,173,,f
T-3fd10a,A-bcbe98,2024-05-14,2024-05-15,10,high,29,,f
T-16968a,A-e89151,2024-10-10,2024-10-11,16,medium,54,,f
T-a65a71,A-e89151,2024-04-01,2024-04-03,24,medium,43,5,f
T-f3737d,A-1986ca,2023-05-01,2023-05-01,23,low,100,4,f
T-fb84f7,A-ce550d,2024-10-25,2024-10-27,20,medium,90,5,f
T-4db8d5,A-40a557,2024-11-24,2024-11-26,5,urgent,119,5,f
T-9fc75b,A-4c6f11,2023-12-06,2023-12-08,17,high,173,5,f
T-d82bc4,A-157070,2023-08-25,2023-08-26,11,urgent,152,,t
T-604490,A-f9cc74,2024-09-13,2024-09-15,18,low,115,4,f
T-55edb1,A-b9eed8,2023-01-05,2023-01-06,21,medium,87,5,f
T-466dab,A-d82ef9,2023-03-26,2023-03-28,13,urgent,38,5,f
T-dd5960,A-f19b24,2024-01-22,2024-01-22,20,urgent,73,,t
T-ef33cf,A-1e1b80,2024-01-26,2024-01-27,13,medium,16,,f
T-d8aafb,A-fa3095,2024-10-05,2024-10-07,23,low,91,,f
T-0e6900,A-d42431,2023-02-28,2023-03-01,14,medium,20,,f
T-5e66ab,A-c37601,2023-01-26,2023-01-26,23,urgent,180,4,f
T-a5e537,A-186a44,2023-04-22,2023-04-24,24,high,176,3,f
T-e2d68e,A-8ae3fc,2023-04-27,2023-04-29,11,high,14,,f
T-154975,A-313be3,2023-07-16,2023-07-17,54,urgent,70,,f
T-95452e,A-aa9511,2023-08-09,2023-08-11,45,urgent,61,,f
T-da0863,A-1e6fc3,2023-12-30,2023-12-30,7,high,2,5,f
T-65d099,A-e60f9d,2024-02-09,2024-02-11,23,urgent,81,,f
T-5ceddb,A-4d1e75,2024-07-10,2024-07-10,11,medium,173,4,f
T-4579d9,A-76fa4d,2023-06-23,2023-06-24,21,medium,57,5,f
T-4669d1,A-4ae22a,2024-03-08,2024-03-09,18,low,101,3,f
T-1acc04,A-8145a0,2023-08-08,2023-08-08,20,high,85,,f
T-284720,A-cc102e,2024-04-11,2024-04-11,22,low,93,3,f
T-20d740,A-8145a0,2024-02-02,2024-02-03,6,medium,119,,f
T-df87ef,A-67be94,2023-03-03,2023-03-05,43,high,7,5,f
T-0de7f1,A-e7beab,2024-09-22,2024-09-23,21,low,172,,f
T-9def1e,A-ffc04f,2023-02-23,2023-02-23,53,high,18,4,f
T-73d14f,A-726cfa,2023-08-22,2023-08-24,21,low,142,4,f
T-035748,A-e98302,2023-09-25,2023-09-27,10,urgent,133,4,f
T-b918db,A-f25509,2024-05-08,2024-05-08,16,low,162,5,f
T-3cdeb2,A-600734,2024-09-09,2024-09-11,13,medium,88,,f
T-b35070,A-39b19f,2023-04-01,2023-04-03,51,high,133,,f
T-2795e4,A-09316c,2024-12-20,2024-12-22,16,low,81,3,f
T-62614c,A-89ee83,2023-08-02,2023-08-02,51,urgent,32,,f
T-921bf4,A-f97b9a,2024-06-10,2024-06-11,41,medium,109,,f
T-81a9e7,A-712f1c,2024-02-27,2024-02-28,22,medium,108,4,f
T-38714f,A-fe79a5,2024-12-25,2024-12-25,10,high,63,,f
T-306781,A-bb3bd4,2023-12-05,2023-12-07,37,medium,21,,f
T-99b0b8,A-a0ca4e,2023-10-17,2023-10-19,15,low,148,3,f
T-98be51,A-5790f4,2024-07-07,2024-07-09,22,medium,13,4,f
T-bb7fa9,A-7f6b86,2024-09-17,2024-09-19,17,high,81,4,f
T-0a3847,A-49b828,2024-10-04,2024-10-04,13,medium,20,3,t
T-6dbff1,A-bcbe98,2024-05-27,2024-05-29,6,medium,11,3,t
T-8be779,A-139c3b,2023-10-26,2023-10-26,5,low,5,,f
T-791dc9,A-0aaf6e,2023-03-29,2023-03-30,10,low,127,,f
T-b25f66,A-f3ff05,2023-12-17,2023-12-19,6,low,104,4,f
T-52a57e,A-5b051a,2024-03-24,2024-03-24,48,urgent,2,3,f
T-d72e3b,A-bd4708,2024-11-15,2024-11-15,9,medium,34,3,f
T-e46e71,A-9badbd,2023-10-19,2023-10-19,9,urgent,125,,f
T-c5ffb0,A-ce66f8,2024-05-27,2024-05-28,15,urgent,139,,f
T-cb3efb,A-e7beab,2023-09-16,2023-09-16,23,high,28,5,f
T-885f5b,A-4e960a,2023-08-08,2023-08-08,18,low,141,4,f
T-5d46d9,A-fdfc91,2023-06-13,2023-06-13,53,high,148,,f
T-ddf662,A-5247b3,2024-01-14,2024-01-15,16,high,66,,f
T-210819,A-ed510f,2024-09-13,2024-09-13,15,medium,87,4,f
T-416fb5,A-b9eed8,2023-11-10,2023-11-11,15,medium,114,3,f
T-7cdb82,A-bd4513,2023-04-26,2023-04-28,17,medium,37,4,f
T-c9f3f0,A-309e54,2024-07-19,2024-07-20,11,high,145,,f
T-45239b,A-7f6b86,2024-10-28,2024-10-30,23,high,29,,f
T-a61785,A-756192,2023-04-03,2023-04-05,5,urgent,17,,f
T-112307,A-9badbd,2023-10-12,2023-10-14,16,urgent,37,5,f
T-ae29f6,A-9a532a,2023-09-12,2023-09-13,14,high,176,,f
T-a5de10,A-ce550d,2024-06-03,2024-06-04,10,medium,98,4,f
T-1ab00a,A-d922bf,2024-01-25,2024-01-27,18,low,30,,f
T-2b2d2d,A-39868b,2024-01-21,2024-01-23,16,medium,40,3,f
T-66d5a0,A-671f31,2024-03-01,2024-03-01,16,urgent,153,,f
T-056486,A-86902e,2023-05-01,2023-05-02,8,medium,7,,f
T-afa224,A-bcbe98,2024-05-23,2024-05-25,19,urgent,1,,f
T-c16052,A-05d3b3,2023-09-14,2023-09-15,17,high,70,,f
T-5fff6a,A-9123ac,2024-08-02,2024-08-03,13,medium,169,,f
T-347ab6,A-cc102e,2023-05-18,2023-05-18,7,high,36,,f
T-3d947f,A-3932db,2023-02-27,2023-03-01,11,low,26,5,f
T-c59e1a,A-40906c,2024-10-20,2024-10-21,22,low,127,3,f
T-abd0a8,A-0354fe,2024-11-30,2024-11-30,8,high,107,3,f
T-1e6dde,A-ac9111,2024-05-05,2024-05-06,10,urgent,89,,f
T-94b38c,A-503d5a,2023-09-28,2023-09-29,8,high,128,,f
T-399e29,A-bb1eaa,2024-02-25,2024-02-25,19,high,67,,f
T-8fd002,A-2d1036,2023-03-30,2023-04-01,15,low,53,4,f
T-7bb8d5,A-1ac5e0,2024-09-03,2024-09-04,12,medium,50,4,f
T-e062e2,A-378b99,2024-08-19,2024-08-20,22,high,106,3,f
T-880bce,A-54d94a,2024-05-16,2024-05-18,13,low,118,4,f
T-7b09d9,A-e19ff6,2024-01-09,2024-01-09,24,high,162,5,f
T-9e2480,A-328bd0,2024-08-24,2024-08-26,21,high,26,4,f
T-af5765,A-3c1a3f,2024-03-09,2024-03-09,24,low,44,3,f
T-b60d4d,A-417d2f,2024-02-01,2024-02-03,11,high,20,5,f
T-e33b60,A-c37601,2024-02-26,2024-02-28,5,low,23,3,f
T-44e08c,A-45ce7a,2024-12-14,2024-12-16,14,medium,101,,f
T-8c6169,A-7dacce,2023-07-14,2023-07-14,9,high,135,3,f
T-baf332,A-8145a0,2023-01-09,2023-01-09,14,medium,98,,f
T-e6d8dd,A-e4bf56,2024-08-10,2024-08-10,17,urgent,175,5,f
T-8f8c19,A-309e54,2023-05-30,2023-05-30,14,low,87,,f
T-bc6854,A-d3c88e,2023-12-15,2023-12-17,7,high,98,,f
T-141b01,A-337bc1,2024-12-01,2024-12-01,22,medium,136,,f
T-b3739a,A-2f6a32,2023-12-27,2023-12-28,6,medium,139,3,f
T-fa0eed,A-f25509,2024-05-30,2024-06-01,22,high,68,,f
T-14571c,A-02fac6,2023-11-01,2023-11-02,42,low,176,5,f
T-90b336,A-d26ab4,2023-09-28,2023-09-30,13,urgent,148,4,f
T-1ecc39,A-c7e58b,2024-12-01,2024-12-01,12,high,28,4,f
T-71ab14,A-f97b9a,2023-01-31,2023-02-01,38,medium,39,4,f
T-76c486,A-089363,2023-11-06,2023-11-07,6,low,153,3,f
T-20065b,A-1e1b80,2023-05-14,2023-05-16,11,high,54,4,f
T-161f9c,A-6c093d,2024-07-11,2024-07-12,11,high,6,,f
T-1e8229,A-5790f4,2023-08-21,2023-08-21,6,medium,3,,f
T-aac2ca,A-18793f,2023-03-04,2023-03-05,8,low,155,4,f
T-b6d936,A-cb6cc6,2024-03-11,2024-03-11,6,high,135,4,f
T-6d8b81,A-117171,2023-11-04,2023-11-05,23,high,52,,t
T-2006d9,A-e40f45,2023-02-16,2023-02-18,24,high,157,,f
T-d75ceb,A-9b9fe9,2024-07-26,2024-07-27,45,urgent,158,3,f
T-cd5725,A-f6b2fb,2023-10-26,2023-10-29,24,high,155,,f
T-e727f3,A-39868b,2023-01-27,2023-01-29,16,medium,122,4,f
T-22c308,A-6f50ae,2024-08-07,2024-08-08,17,low,105,5,f
T-31021c,A-65a46c,2023-10-14,2023-10-16,46,low,116,3,f
T-7dca41,A-b48f73,2023-05-13,2023-05-14,11,low,62,,f
T-37d585,A-0f7d77,2023-11-23,2023-11-25,42,high,138,5,f
T-d5f2dd,A-0532a9,2023-06-30,2023-07-01,11,high,86,3,f
T-0cf3e3,A-0be015,2023-03-23,2023-03-25,40,medium,53,4,f
T-db2c10,A-0aaf6e,2024-10-13,2024-10-15,8,low,47,5,f
T-89d6c4,A-40de06,2023-11-24,2023-11-24,10,medium,111,4,f
T-b57da5,A-65a46c,2024-06-22,2024-06-22,45,urgent,107,,f
T-cce7ba,A-17939a,2024-08-14,2024-08-16,13,urgent,150,,f
T-3ca62f,A-3b37d9,2023-03-29,2023-03-29,35,urgent,103,4,f
T-b456f1,A-c4ea60,2023-11-05,2023-11-05,38,low,22,5,f
T-49a11d,A-6c093d,2024-05-08,2024-05-09,18,medium,123,5,f
T-274cf7,A-781cc0,2024-01-28,2024-01-30,15,low,9,3,f
T-d80a44,A-58b9ff,2023-02-04,2023-02-06,21,medium,38,,t
T-1c3d56,A-3cc791,2024-06-16,2024-06-16,36,medium,151,4,t
T-e1d305,A-149a69,2023-06-16,2023-06-17,19,urgent,114,3,f
T-74d3f4,A-038089,2024-05-25,2024-05-26,13,low,102,,f
T-b3cd04,A-5247b3,2024-09-08,2024-09-10,11,medium,51,5,f
T-f59d6e,A-3c1a3f,2023-09-25,2023-09-27,22,low,99,4,f
T-601022,A-39b19f,2024-10-04,2024-10-05,46,low,32,5,t
T-9f9f2d,A-4814a3,2023-11-02,2023-11-03,36,medium,57,,t
T-19ea5b,A-d4ac0e,2024-09-08,2024-09-08,20,low,15,,f
T-c8e32b,A-bc4d48,2024-01-22,2024-01-22,21,high,129,,f
T-a2760f,A-68f37c,2023-11-02,2023-11-02,35,medium,169,,f
T-d0a540,A-e5d6ab,2024-09-17,2024-09-19,7,high,11,,f
T-79975c,A-10b8f2,2023-12-26,2023-12-28,24,low,116,5,f
T-5fc181,A-a7bd4b,2023-05-06,2023-05-07,23,low,109,,f
T-ddd1a5,A-ae052e,2023-04-02,2023-04-03,8,low,62,5,f
T-bf2ee1,A-b2af2e,2023-08-20,2023-08-20,23,medium,99,4,f
T-4a7bb7,A-6c093d,2023-02-27,2023-03-01,11,high,76,,t
T-ed85f6,A-05d3b3,2023-08-23,2023-08-23,5,medium,40,4,f
T-8027c4,A-66224b,2024-02-29,2024-03-01,11,low,113,3,f
T-eed292,A-bb2f49,2024-03-29,2024-03-29,17,low,100,,f
T-779cd9,A-b11cd0,2024-01-11,2024-01-12,15,low,160,,f
T-1bf8d6,A-cc102e,2023-10-31,2023-11-02,23,medium,130,5,f
T-a7d132,A-503d5a,2024-03-10,2024-03-10,11,low,41,,f
T-c8afc4,A-19b2c8,2023-11-28,2023-11-29,13,medium,29,5,f
T-cdfd31,A-1d5444,2024-12-11,2024-12-11,9,high,96,,f
T-13718e,A-a7bd4b,2023-07-20,2023-07-22,13,high,14,3,f
T-2c8cf7,A-940b8b,2023-09-17,2023-09-19,23,urgent,57,3,f
T-8b1e89,A-cbbe12,2024-03-21,2024-03-23,24,high,7,3,f
T-3804b6,A-e98302,2023-06-28,2023-06-28,10,high,40,5,f
T-862af5,A-e7beab,2023-03-01,2023-03-01,7,low,139,5,f
T-09eea1,A-328bd0,2024-02-18,2024-02-19,22,medium,106,4,f
T-e00e0a,A-6e7827,2024-11-17,2024-11-19,12,medium,81,4,f
T-7d8c37,A-94d3da,2024-08-06,2024-08-06,24,low,4,5,f
T-09e88f,A-bb2f49,2023-01-28,2023-01-28,23,urgent,45,4,f
T-0854a1,A-0354fe,2024-04-11,2024-04-13,13,high,78,,f
T-ca7d9e,A-20736a,2024-12-14,2024-12-15,10,high,145,3,f
T-c2e25a,A-50bb9f,2023-08-12,2023-08-12,23,medium,142,5,f
T-f7e86b,A-10b8da,2023-09-23,2023-09-24,19,high,32,4,f
T-b65657,A-f92792,2024-11-24,2024-11-24,17,medium,84,,f
T-0cd0f4,A-f6b2fb,2023-01-26,2023-01-27,5,high,56,,f
T-72295c,A-ad64c6,2024-04-20,2024-04-20,22,medium,60,,f
T-bf6b9b,A-35083d,2023-10-02,2023-10-04,17,high,87,5,f
T-d7ff1e,A-558c72,2024-05-03,2024-05-05,18,urgent,91,4,f
T-4cc0d7,A-558c72,2023-09-08,2023-09-10,7,medium,113,5,t
T-6b7933,A-b7ef83,2024-01-24,2024-01-25,15,urgent,88,4,f
T-39910e,A-019782,2024-09-09,2024-09-09,10,urgent,166,,f
T-0e1c0e,A-69b156,2024-07-06,2024-07-08,18,high,161,5,f
T-e496a8,A-117171,2024-08-22,2024-08-22,24,medium,34,,f
T-1dbfc1,A-c42f1f,2023-01-08,2023-01-10,11,high,67,,f
T-5ab106,A-f97b9a,2024-11-14,2024-11-15,46,low,45,,f
T-fd80a1,A-bcbe98,2023-09-24,2023-09-26,7,urgent,122,,f
T-0e39f9,A-726cfa,2024-08-05,2024-08-05,13,high,93,4,f
T-027331,A-474ad4,2024-05-03,2024-05-03,12,medium,76,5,f
T-324459,A-51ec1b,2023-08-20,2023-08-22,7,high,105,5,f
T-2b0805,A-202b67,2024-07-28,2024-07-29,10,urgent,179,,f
T-1f5562,A-86902e,2023-01-25,2023-01-27,10,medium,69,,f
T-c2a8c2,A-779e4e,2023-07-11,2023-07-11,17,urgent,86,5,f
T-dbe987,A-463db0,2023-02-22,2023-02-24,6,medium,25,,f
T-d3ac82,A-f17767,2023-03-13,2023-03-15,16,high,88,,t
T-d67e21,A-4814a3,2023-05-31,2023-05-31,38,low,150,,f
T-07968b,A-068fc6,2023-04-04,2023-04-06,16,low,123,,f
T-c6d16e,A-00bed1,2024-03-13,2024-03-14,7,urgent,107,4,f
T-0088b7,A-ce550d,2024-05-15,2024-05-17,21,medium,173,3,t
T-17b048,A-443b7c,2023-08-23,2023-08-24,38,urgent,44,3,f
T-6a99e2,A-c42f1f,2024-09-28,2024-09-30,7,low,37,5,f
T-646e6d,A-019782,2024-12-01,2024-12-01,10,urgent,48,3,f
T-e81350,A-cea1f0,2024-09-02,2024-09-04,18,urgent,172,5,f
T-866db3,A-f446b6,2023-12-20,2023-12-20,13,low,106,4,f
T-faf9c4,A-40a557,2023-07-19,2023-07-19,6,low,143,,f
T-b475e9,A-f51f16,2023-04-23,2023-04-23,13,urgent,109,,f
T-911d71,A-dcc3f1,2024-03-20,2024-03-21,15,urgent,3,3,f
T-ad1e6e,A-503d5a,2023-11-06,2023-11-08,14,medium,116,,f
T-8132dc,A-474ad4,2023-09-13,2023-09-14,10,urgent,11,,f
T-ad077a,A-6dee43,2023-10-16,2023-10-17,24,urgent,12,3,f
T-09f4bd,A-ce66f8,2023-09-11,2023-09-12,17,medium,75,3,f
T-cd1aee,A-1ac5e0,2023-08-05,2023-08-05,15,high,99,3,f
T-ff778b,A-9badbd,2024-10-12,2024-10-12,5,low,47,,f
T-3716d2,A-e61e98,2023-10-17,2023-10-19,36,medium,127,5,f
T-0c9932,A-eb2fdc,2023-10-18,2023-10-18,6,medium,50,5,f
T-861a59,A-3b37d9,2024-09-23,2024-09-24,44,medium,39,,f
T-3090a7,A-f19409,2023-03-09,2023-03-09,47,medium,175,,f
T-29acb7,A-68f37c,2023-05-07,2023-05-07,46,urgent,76,,f
T-3b6d69,A-ba6516,2024-06-24,2024-06-26,47,medium,90,4,f
T-7faf10,A-600734,2023-09-01,2023-09-03,18,medium,79,,f
T-b9f162,A-20736a,2024-12-01,2024-12-03,17,high,131,4,f
T-ae22ba,A-bb3bd4,2023-10-14,2023-10-14,48,low,178,4,f
T-202a0d,A-17939a,2023-12-30,2023-12-31,14,medium,7,,f
T-c44351,A-4d1e75,2024-04-29,2024-04-30,10,medium,24,4,f
T-5c1ed6,A-de58ca,2023-05-08,2023-05-08,7,low,148,3,f
T-34421f,A-02fac6,2024-05-18,2024-05-18,38,high,179,3,f
T-99e0a1,A-378b99,2023-12-01,2023-12-02,11,low,110,,f
T-ffc8ec,A-43a9e3,2024-06-26,2024-06-27,8,medium,41,3,f
T-12b388,A-0354fe,2024-11-07,2024-11-07,14,medium,14,,f
T-dd2674,A-3932db,2024-01-28,2024-01-28,18,high,158,5,f
T-1018b1,A-1619f8,2024-02-12,2024-02-12,8,medium,89,,f
T-474619,A-139c3b,2023-10-08,2023-10-08,14,medium,88,5,f
T-b6633c,A-02fac6,2024-02-18,2024-02-19,40,urgent,107,,f
T-7ddfa5,A-977ca0,2023-09-30,2023-10-02,9,high,117,,f
T-0a1945,A-798a3f,2024-10-30,2024-10-30,10,urgent,34,4,f
T-cb2104,A-fb186e,2023-06-03,2023-06-03,36,low,6,5,f
T-ecf597,A-d42431,2023-01-29,2023-01-29,23,high,174,3,f
T-235e0a,A-ce66f8,2023-05-17,2023-05-19,16,medium,107,,f
T-9369c9,A-e351e1,2024-08-18,2024-08-19,13,urgent,51,3,f
T-86a1f6,A-bb2f49,2024-01-20,2024-01-21,14,high,162,4,f
T-1ba73b,A-e40f45,2023-11-20,2023-11-20,5,medium,75,3,f
T-c863f8,A-94f8c9,2023-11-12,2023-11-14,14,low,141,5,f
T-1ea354,A-ae052e,2023-12-07,2023-12-07,15,urgent,48,,f
T-474315,A-bb3bd4,2024-03-01,2024-03-02,39,urgent,139,4,f
T-6047ed,A-c45b23,2024-04-23,2024-04-25,16,high,25,,f
T-47ef6b,A-712426,2023-10-17,2023-10-17,9,medium,43,,f
T-2e8d9d,A-9ee962,2023-04-15,2023-04-15,15,low,31,,f
T-c400c4,A-7f6b86,2023-05-18,2023-05-18,13,high,39,,f
T-520606,A-43a9e3,2023-01-15,2023-01-15,24,urgent,89,5,f
T-3f5174,A-a7bd4b,2024-06-07,2024-06-08,20,high,98,3,f
T-3a9f01,A-038089,2023-10-10,2023-10-12,11,urgent,32,3,f
T-91bbd1,A-427b69,2024-05-06,2024-05-08,15,urgent,120,3,f
T-72bc99,A-ff3c73,2023-03-08,2023-03-08,15,urgent,116,4,f
T-f29fb2,A-186a44,2024-03-30,2024-04-01,23,medium,103,,f
T-a01218,A-075038,2023-03-18,2023-03-20,6,high,104,3,f
T-463295,A-3a7284,2023-02-14,2023-02-16,14,urgent,152,3,f
T-464084,A-1f0636,2024-04-27,2024-04-29,5,high,82,4,f
T-2188d7,A-f5641b,2023-05-31,2023-05-31,15,urgent,46,3,f
T-9bb199,A-af0cd2,2024-04-23,2024-04-25,17,urgent,152,,f
T-be97e7,A-7d514c,2024-03-20,2024-03-20,21,low,87,5,f
T-5ceae7,A-92a3af,2024-06-13,2024-06-14,5,high,10,3,f
T-b4c569,A-b48f73,2023-11-06,2023-11-06,17,high,4,5,f
T-832df9,A-88c6ca,2023-02-26,2023-02-28,21,urgent,12,,f
T-0ceebb,A-72799b,2024-09-06,2024-09-08,14,high,104,5,f
T-e6ff26,A-4e960a,2024-12-08,2024-12-08,18,urgent,130,,f
T-688401,A-1e1b80,2024-03-30,2024-03-31,14,high,94,3,f
T-7620e2,A-54ecc2,2023-07-28,2023-07-29,23,high,129,,f
T-10020f,A-3932db,2023-08-24,2023-08-25,17,urgent,71,,f
T-a2eb91,A-4c56c9,2024-01-12,2024-01-14,15,medium,136,,f
T-69f219,A-9289f6,2024-12-16,2024-12-18,35,high,26,,f
T-dd1f11,A-bcbe98,2024-09-16,2024-09-17,13,medium,71,,f
T-c46a1b,A-86cdb4,2023-11-07,2023-11-08,12,medium,119,5,f
T-7048cb,A-adc1f3,2023-03-10,2023-03-10,14,low,41,3,f
T-65bdba,A-8ae05d,2023-08-06,2023-08-07,6,high,48,4,f
T-da9797,A-bc87bc,2024-10-01,2024-10-02,6,high,160,3,f
T-b9b80b,A-afa505,2024-06-24,2024-06-26,40,urgent,49,3,t
T-0648e6,A-0e966d,2024-12-01,2024-12-01,49,low,113,4,f
