subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,billing_frequency,auto_renew_flag,change_type
S-88c79e,A-e3bd71,2024-02-18,2024-04-29,Enterprise,31,6169,74028,f,f,f,monthly,t,no_change
S-42fb01,A-bece89,2024-02-08,,Pro,28,1372,16464,f,f,f,monthly,t,no_change
S-393c51,A-ba6516,2024-04-02,,Basic,27,513,6156,f,f,t,annual,t,downgrade
S-29ec80,A-625d0b,2024-12-29,,Enterprise,9,1791,21492,f,f,f,annual,t,no_change
S-9bf16e,A-533452,2024-11-23,2024-12-20,Pro,9,441,5292,f,f,f,monthly,t,no_change
S-5d5a8d,A-2922b6,2024-12-17,2024-12-28,Pro,15,735,8820,f,f,f,annual,t,no_change
S-b18d59,A-bd4708,2024-10-20,,Pro,37,1813,21756,f,f,f,annual,t,no_change
S-56cb4f,A-cab532,2024-07-23,,Pro,23,1127,13524,f,f,f,annual,t,no_change
S-3fa87d,A-81edc3,2023-11-13,,Enterprise,5,995,11940,f,f,f,monthly,t,no_change
S-96e3e8,A-d3c88e,2024-12-10,,Basic,16,304,3648,f,t,f,monthly,t,upgrade
S-b834a9,A-dcc3f1,2024-05-29,,Basic,26,494,5928,f,f,f,annual,t,no_change
S-7452a4,A-118d55,2024-12-30,2024-12-31,Enterprise,29,5771,69252,f,f,f,monthly,t,no_change
S-7b65f4,A-7f29a7,2024-11-07,2024-12-02,Basic,41,779,9348,f,f,f,monthly,f,no_change
S-a3300f,A-81edc3,2024-12-16,,Enterprise,5,995,11940,f,f,f,annual,t,no_change
S-a9b904,A-7641d3,2023-04-12,,Basic,8,152,1824,f,f,f,monthly,t,no_change
S-43b6e9,A-bbc346,2024-12-13,,Enterprise,27,5373,64476,f,f,f,monthly,t,no_change
S-eec4d5,A-0532a9,2024-12-10,,Basic,19,361,4332,f,f,f,annual,t,no_change
S-7ac30a,A-54ecc2,2024-10-16,,Enterprise,5,995,11940,f,f,f,annual,t,no_change
S-c696fa,A-db5e9e,2024-11-12,,Basic,9,171,2052,f,f,f,monthly,t,no_change
S-86ed20,A-3f9cc0,2024-07-25,,Enterprise,22,4378,52536,f,f,f,monthly,f,no_change
S-dda681,A-8bde0c,2024-12-21,,Pro,12,588,7056,f,f,f,monthly,f,no_change
S-88d746,A-0aaf6e,2024-12-26,,Enterprise,18,3582,42984,f,f,f,monthly,t,no_change
S-fc01ba,A-ba6516,2024-09-14,,Pro,35,0,0,t,f,t,monthly,t,downgrade
S-0586ad,A-7920cc,2024-07-28,,Enterprise,39,7761,93132,f,f,f,monthly,t,no_change
S-24631a,A-4d1e75,2024-09-07,,Basic,20,380,4560,f,f,f,monthly,t,no_change
S-3d0e5c,A-dcc2f0,2023-11-22,,Enterprise,19,0,0,t,f,f,monthly,t,no_change
S-519509,A-1ac5e0,2024-11-15,,Basic,33,627,7524,f,f,f,annual,f,no_change
S-8b9deb,A-6c093d,2024-09-12,2024-11-01,Pro,7,343,4116,f,f,f,monthly,t,no_change
S-31178d,A-b7ef83,2024-06-29,,Pro,26,1274,15288,f,f,f,annual,t,no_change
S-b29d83,A-51ec1b,2024-02-10,,Basic,11,209,2508,f,f,f,annual,t,no_change
S-a384d2,A-d62e02,2024-12-10,,Enterprise,21,4179,50148,f,f,f,monthly,t,no_change
S-a61485,A-d922bf,2023-11-21,,Enterprise,32,6368,76416,f,f,f,monthly,t,no_change
S-d1f12e,A-3a5ad8,2024-02-15,,Enterprise,31,6169,74028,f,f,f,monthly,t,no_change
S-021985,A-66224b,2024-12-22,2024-12-30,Enterprise,92,18308,219696,f,f,f,monthly,f,no_change
S-6cb472,A-922109,2024-09-27,,Pro,8,392,4704,f,f,f,annual,t,no_change
S-fdb8f1,A-09316c,2024-09-23,,Enterprise,70,13930,167160,f,f,f,annual,t,no_change
S-d9d52b,A-22d9d2,2024-08-09,,Pro,30,1470,17640,f,f,f,annual,t,no_change
S-6754a4,A-1f559b,2024-10-17,,Basic,10,190,2280,f,f,f,annual,f,no_change
S-b11cdb,A-05d3b3,2024-08-05,2024-08-12,Basic,24,456,5472,f,f,f,annual,t,no_change
S-a84e7f,A-e89151,2023-11-14,,Enterprise,8,1592,19104,f,f,f,annual,t,no_change
S-4f3f73,A-1b9609,2024-08-04,2024-08-12,Pro,4,196,2352,f,f,f,annual,t,no_change
S-164594,A-c42f1f,2024-10-26,,Basic,15,285,3420,f,f,f,annual,f,no_change
S-aef18a,A-4a267b,2024-11-06,,Pro,25,0,0,t,t,f,annual,t,upgrade
S-16dc40,A-ce550d,2024-11-16,,Pro,51,2499,29988,f,t,f,monthly,t,upgrade
S-a8299c,A-e60f9d,2024-12-03,,Enterprise,29,5771,69252,f,f,f,monthly,t,no_change
S-842582,A-104f1a,2024-09-24,,Pro,45,0,0,t,f,f,annual,t,no_change
S-6956dc,A-40906c,2024-06-06,,Pro,92,4508,54096,f,f,f,annual,t,no_change
S-2aad81,A-700ade,2024-11-25,,Basic,7,133,1596,f,f,f,annual,t,no_change
S-f09511,A-4437e4,2024-05-14,,Enterprise,3,597,7164,f,t,f,monthly,t,upgrade
S-52d03a,A-342303,2024-11-30,,Enterprise,10,0,0,t,f,f,annual,t,no_change
S-70b537,A-526d93,2024-09-26,,Enterprise,43,8557,102684,f,t,f,annual,f,upgrade
S-8e7d28,A-7f6b86,2024-07-05,,Pro,45,0,0,t,f,f,monthly,t,no_change
S-3128b4,A-30b4ca,2024-05-27,,Enterprise,86,17114,205368,f,f,f,monthly,f,no_change
S-ce9977,A-42e5e1,2024-08-02,,Enterprise,53,0,0,t,t,f,monthly,t,upgrade
S-16486d,A-0651a4,2024-12-15,,Pro,16,784,9408,f,f,f,monthly,t,no_change
S-c5835c,A-812c5b,2024-06-25,,Basic,55,0,0,t,f,f,monthly,t,no_change
S-890baf,A-6e7827,2024-04-22,,Pro,3,147,1764,f,f,f,monthly,t,no_change
S-ec0efa,A-45ce7a,2024-04-04,,Basic,22,418,5016,f,f,f,monthly,t,no_change
S-09ada1,A-87aa7b,2024-11-23,,Basic,24,456,5472,f,f,f,annual,t,no_change
S-2ecaea,A-756192,2024-06-28,,Enterprise,25,4975,59700,f,f,f,monthly,t,no_change
S-0d86a4,A-700ade,2024-11-11,,Pro,12,588,7056,f,f,f,monthly,f,no_change
S-a2f231,A-1f559b,2024-04-21,,Pro,59,2891,34692,f,f,f,monthly,f,no_change
S-dbcf87,A-a8d89d,2024-09-26,,Enterprise,13,2587,31044,f,f,f,monthly,t,no_change
S-d6e421,A-fd7ad3,2024-11-17,,Pro,10,0,0,t,f,f,annual,t,no_change
S-50815c,A-e3bd71,2024-01-11,,Basic,31,589,7068,f,f,f,monthly,t,no_change
S-25ec8c,A-6965e1,2024-12-05,,Pro,16,0,0,t,f,f,monthly,f,no_change
S-180b6c,A-f3ff05,2024-12-02,,Basic,30,570,6840,f,f,f,monthly,t,no_change
S-ae20d8,A-9289f6,2023-07-04,2023-07-09,Basic,12,228,2736,f,t,f,annual,t,upgrade
S-cb3c72,A-69b156,2024-06-16,,Enterprise,13,2587,31044,f,f,f,monthly,t,no_change
S-7bb339,A-fa3095,2023-12-06,,Enterprise,70,13930,167160,f,f,f,annual,t,no_change
S-374d5f,A-fabe19,2024-11-24,,Enterprise,5,995,11940,f,f,f,annual,t,no_change
S-2f7250,A-3ce5b8,2024-03-05,,Pro,36,1764,21168,f,f,f,monthly,t,no_change
S-1d081a,A-ad3abd,2023-05-10,2024-07-20,Pro,44,2156,25872,f,f,f,annual,t,no_change
S-0e9f04,A-7c83a1,2024-05-24,,Enterprise,12,2388,28656,f,f,f,monthly,t,no_change
S-d7163c,A-118d55,2024-12-27,,Pro,11,539,6468,f,f,t,monthly,t,downgrade
S-3bdedd,A-378b99,2024-11-03,,Basic,59,1121,13452,f,f,f,monthly,t,no_change
S-14a95a,A-ffc04f,2024-10-22,,Pro,20,980,11760,f,f,f,monthly,t,no_change
S-f15008,A-0aaf6e,2024-12-07,2024-12-15,Pro,12,588,7056,f,f,f,annual,f,no_change
S-c76699,A-f9cc74,2024-11-26,,Basic,30,570,6840,f,f,f,monthly,f,no_change
S-7456c5,A-8ae3fc,2024-09-09,,Basic,9,171,2052,f,f,f,monthly,t,no_change
S-947b62,A-34ea2f,2024-12-25,,Enterprise,16,3184,38208,f,f,f,annual,f,no_change
S-7b2efe,A-af0cd2,2024-09-27,,Basic,19,361,4332,f,f,f,monthly,f,no_change
S-92421b,A-4e631b,2024-11-12,,Pro,22,0,0,t,f,f,monthly,t,no_change
S-ede618,A-463db0,2024-12-15,,Pro,15,735,8820,f,f,f,annual,t,no_change
S-65b963,A-e888d1,2024-03-04,,Basic,22,0,0,t,f,f,monthly,t,no_change
S-adbb41,A-9289f6,2024-12-11,,Enterprise,24,0,0,t,f,f,annual,f,no_change
S-ce6528,A-4a4c2d,2023-07-04,,Basic,54,1026,12312,f,f,f,annual,t,no_change
S-c45df0,A-a45270,2024-11-15,,Enterprise,3,597,7164,f,f,f,monthly,f,no_change
S-faee8b,A-56962b,2024-05-15,,Pro,163,0,0,t,f,f,monthly,f,no_change
S-9bb9da,A-0be015,2024-12-24,,Pro,26,0,0,t,f,f,monthly,t,no_change
S-913134,A-bbc346,2024-11-29,,Basic,40,760,9120,f,f,f,monthly,t,no_change
S-0ada66,A-c4ea60,2024-07-29,,Enterprise,18,3582,42984,f,f,f,monthly,f,no_change
S-75fe32,A-3793ee,2024-03-13,,Pro,49,2401,28812,f,f,f,annual,t,no_change
S-1dfdd0,A-712426,2024-12-30,,Basic,13,247,2964,f,f,f,monthly,t,no_change
S-4815a3,A-19b2c8,2023-08-01,,Basic,22,418,5016,f,f,f,monthly,t,no_change
S-691d69,A-cea1f0,2024-10-18,,Enterprise,22,4378,52536,f,t,f,monthly,t,upgrade
S-e90e70,A-f51f16,2024-08-27,,Basic,2,38,456,f,f,f,annual,t,no_change
S-8eb6df,A-c7ffc2,2024-02-17,,Enterprise,30,5970,71640,f,f,f,monthly,t,no_change
S-4dae4f,A-6e08f3,2024-05-09,,Enterprise,20,3980,47760,f,f,f,monthly,t,no_change
S-f4376f,A-9ee962,2024-05-21,,Basic,9,171,2052,f,f,f,annual,f,no_change
S-ce5e0e,A-158f4e,2023-09-17,,Pro,61,2989,35868,f,f,f,annual,t,no_change
S-5bc71c,A-d77f4c,2023-10-24,2024-02-19,Basic,8,152,1824,f,f,f,monthly,t,no_change
S-80af85,A-2edab2,2023-11-22,,Basic,17,323,3876,f,f,f,annual,t,no_change
S-9a115f,A-f5641b,2024-12-29,,Enterprise,45,8955,107460,f,f,f,monthly,t,no_change
S-a959a3,A-ad3abd,2023-03-18,,Enterprise,44,8756,105072,f,f,f,monthly,f,no_change
S-6def60,A-1e1b80,2023-10-11,,Basic,50,950,11400,f,f,f,monthly,t,no_change
S-2a57b3,A-7e0a10,2024-06-29,,Basic,46,874,10488,f,f,f,annual,t,no_change
S-b39049,A-4e44e8,2024-11-08,,Pro,18,0,0,t,f,f,monthly,t,no_change
S-802cc6,A-eafc6e,2023-11-15,,Enterprise,34,6766,81192,f,f,f,annual,t,no_change
S-19c44c,A-8b0451,2024-12-09,,Basic,41,779,9348,f,f,f,monthly,t,no_change
S-396a83,A-1b7577,2024-11-28,,Enterprise,4,796,9552,f,f,f,monthly,t,no_change
S-d1aacf,A-c70870,2024-12-06,,Basic,31,589,7068,f,t,f,annual,t,upgrade
S-2beaee,A-ffdfd5,2024-09-14,,Pro,92,4508,54096,f,f,f,annual,f,no_change
S-16e21f,A-82d8a6,2024-12-13,,Enterprise,27,5373,64476,f,f,f,annual,f,no_change
S-a918f3,A-d27f50,2024-12-05,,Enterprise,44,8756,105072,f,f,f,monthly,t,no_change
S-b4b400,A-35083d,2024-04-16,,Pro,19,931,11172,f,t,f,annual,t,upgrade
S-52699f,A-df10db,2023-08-25,2024-12-03,Basic,14,266,3192,f,f,f,monthly,t,no_change
S-52404a,A-cd458b,2024-10-26,,Basic,26,494,5928,f,f,f,annual,t,no_change
S-dacc80,A-6965e1,2024-12-30,,Basic,13,247,2964,f,f,f,monthly,t,no_change
S-91c435,A-dfbd31,2024-12-09,,Basic,14,266,3192,f,f,f,monthly,t,no_change
S-64d514,A-65aeb5,2024-09-06,,Enterprise,56,11144,133728,f,f,f,annual,f,no_change
S-006fed,A-ac9111,2023-10-09,2024-06-20,Basic,21,399,4788,f,f,f,monthly,t,no_change
S-2aafa6,A-bbc346,2024-10-03,,Enterprise,19,3781,45372,f,f,f,annual,t,no_change
S-1577c3,A-544d0a,2024-11-29,,Basic,3,0,0,t,f,f,monthly,t,no_change
S-3ea3af,A-019782,2024-05-16,,Pro,11,539,6468,f,f,f,monthly,f,no_change
S-615537,A-7f4db3,2024-03-30,,Pro,16,784,9408,f,f,f,annual,t,no_change
S-fc8463,A-4e44e8,2024-10-16,,Basic,10,190,2280,f,f,f,annual,t,no_change
S-8106d9,A-3a5ad8,2024-11-06,,Pro,36,1764,21168,f,f,f,monthly,f,no_change
S-5b699e,A-b7b7b7,2024-09-16,,Basic,24,456,5472,f,f,f,annual,t,no_change
S-021297,A-5ed98d,2024-06-28,,Enterprise,24,4776,57312,f,f,f,annual,t,no_change
S-0f7a92,A-700ade,2024-12-23,,Pro,1,49,588,f,f,f,monthly,f,no_change
S-85caaf,A-089363,2023-06-03,,Pro,2,98,1176,f,t,f,annual,t,upgrade
S-d8a52e,A-cc102e,2024-11-19,,Enterprise,15,2985,35820,f,f,f,monthly,t,no_change
S-7b3fd3,A-5a92e7,2024-07-08,2024-10-15,Enterprise,4,796,9552,f,f,f,annual,t,no_change
S-9a1297,A-b11cd0,2024-07-20,,Pro,26,1274,15288,f,f,f,annual,t,no_change
S-858aa0,A-6da850,2024-10-09,,Enterprise,25,4975,59700,f,f,f,annual,f,no_change
S-8b345c,A-c43359,2024-12-10,,Pro,38,0,0,t,f,t,monthly,t,downgrade
S-456829,A-f92792,2024-07-07,,Pro,26,1274,15288,f,f,f,annual,f,no_change
S-c2cc5c,A-2bc93d,2023-11-24,,Enterprise,20,3980,47760,f,f,f,annual,t,no_change
S-2126cd,A-f45426,2024-12-29,,Pro,9,441,5292,f,f,f,monthly,f,no_change
S-91ab2e,A-c62e55,2023-11-15,,Pro,34,1666,19992,f,f,f,annual,f,no_change
S-8cba1c,A-4814a3,2024-10-19,,Enterprise,87,0,0,t,f,f,monthly,f,no_change
S-6ee525,A-9badbd,2024-09-05,,Enterprise,23,4577,54924,f,f,f,annual,t,no_change
S-400e62,A-0f3e88,2024-04-18,,Basic,14,266,3192,f,f,f,annual,f,no_change
S-5f2554,A-81edc3,2023-11-07,,Pro,12,588,7056,f,f,f,monthly,f,no_change
S-877508,A-b3fe05,2024-06-06,,Pro,11,0,0,t,f,f,annual,t,no_change
S-37b367,A-a8d89d,2024-09-17,,Basic,13,247,2964,f,f,f,annual,t,no_change
S-ac6547,A-b20d99,2024-07-19,,Basic,20,380,4560,f,f,f,annual,t,no_change
S-525864,A-a09355,2024-12-29,,Pro,14,686,8232,f,f,f,monthly,t,no_change
S-856627,A-b48f73,2024-11-24,,Pro,80,3920,47040,f,f,f,annual,f,no_change
S-195cd5,A-ae052e,2024-11-28,2024-12-06,Pro,40,1960,23520,f,f,f,monthly,t,no_change
S-4e4ab7,A-eb1312,2024-10-08,,Basic,25,475,5700,f,f,f,monthly,f,no_change
S-cfca40,A-7d514c,2024-04-01,,Enterprise,34,6766,81192,f,f,f,monthly,t,no_change
S-a82909,A-3a5ad8,2024-11-19,,Enterprise,70,13930,167160,f,f,f,annual,t,no_change
S-ab212b,A-f1f639,2024-01-16,,Basic,2,38,456,f,t,f,monthly,t,upgrade
S-92e1fc,A-45ce7a,2024-04-13,,Pro,16,0,0,t,f,f,monthly,t,no_change
S-add36b,A-e3bd71,2024-03-20,,Enterprise,31,6169,74028,f,t,t,monthly,t,conflict
S-dcde3f,A-ffc04f,2024-08-05,,Pro,13,0,0,t,f,f,monthly,f,no_change
S-94fa70,A-1b7577,2024-12-30,,Pro,41,2009,24108,f,f,f,monthly,t,no_change
S-80f65d,A-474ad4,2024-01-06,,Basic,23,437,5244,f,f,f,monthly,t,no_change
S-1b373c,A-5b1bcd,2024-07-04,,Pro,73,3577,42924,f,f,f,annual,f,no_change
S-54a3ed,A-f446b6,2024-07-21,,Pro,5,245,2940,f,f,f,monthly,t,no_change
S-77c22b,A-6c093d,2024-03-13,,Enterprise,7,1393,16716,f,f,f,annual,t,no_change
S-bf9e6d,A-9779ad,2024-10-23,,Enterprise,40,7960,95520,f,f,f,annual,t,no_change
S-9daaad,A-e693b6,2024-03-21,,Enterprise,55,0,0,t,f,f,monthly,t,no_change
S-d316df,A-726cfa,2024-07-12,,Basic,33,627,7524,f,f,f,annual,t,no_change
S-d106d4,A-19b2c8,2023-11-06,,Enterprise,20,3980,47760,f,f,f,monthly,t,no_change
S-4757c8,A-32728c,2024-09-17,,Basic,42,798,9576,f,f,f,annual,t,no_change
S-504bce,A-474ad4,2024-11-28,2024-12-30,Enterprise,41,0,0,t,f,f,annual,t,no_change
S-16be20,A-9c18c4,2024-03-03,,Pro,11,539,6468,f,f,f,monthly,t,no_change
S-2ae5d8,A-c9bb3e,2024-06-08,,Pro,5,245,2940,f,f,f,monthly,t,no_change
S-6522e4,A-9f0b68,2024-05-17,,Basic,22,418,5016,f,f,f,annual,f,no_change
S-bc736c,A-d49cc5,2024-09-28,,Basic,50,950,11400,f,f,f,monthly,t,no_change
S-1b7677,A-ced9aa,2024-12-04,2024-12-20,Enterprise,6,1194,14328,f,f,f,annual,t,no_change
S-b8d2f6,A-17939a,2024-12-28,2024-12-30,Basic,19,0,0,t,f,f,monthly,t,no_change
S-509f0d,A-794a0b,2024-02-05,,Pro,35,1715,20580,f,f,f,monthly,t,no_change
S-708ac6,A-ab438f,2024-10-23,,Enterprise,30,5970,71640,f,f,f,monthly,t,no_change
S-81510a,A-b54c01,2024-10-29,,Pro,29,1421,17052,f,f,f,annual,t,no_change
S-80c24c,A-139c3b,2024-11-26,2024-12-31,Pro,17,833,9996,f,t,f,monthly,t,upgrade
S-843a53,A-bb1eaa,2024-09-11,,Enterprise,21,4179,50148,f,f,f,annual,t,no_change
S-3b5031,A-dcc2f0,2024-03-13,,Pro,22,1078,12936,f,t,f,annual,t,upgrade
S-a29ba3,A-95b24a,2023-10-12,,Enterprise,38,7562,90744,f,f,f,monthly,f,no_change
S-ce7c30,A-075038,2024-07-02,,Enterprise,17,3383,40596,f,f,f,monthly,t,no_change
S-90c2a9,A-ced9aa,2024-11-07,,Pro,3,147,1764,f,f,f,annual,t,no_change
S-3c52a6,A-2f6a32,2024-09-25,2024-11-16,Basic,19,361,4332,f,f,f,annual,t,no_change
S-44ed0c,A-993085,2023-10-30,,Enterprise,31,6169,74028,f,f,t,annual,f,downgrade
S-2c9cea,A-df1e44,2024-06-03,,Basic,35,0,0,t,f,f,annual,t,no_change
S-47cf94,A-e5d6ab,2023-10-02,2024-05-03,Basic,35,665,7980,f,f,f,annual,t,no_change
S-f3d5d7,A-49b828,2024-11-22,,Enterprise,20,3980,47760,f,f,f,annual,t,no_change
S-519f1c,A-0354fe,2024-11-03,,Basic,34,646,7752,f,f,f,monthly,f,no_change
S-b75eaa,A-bf7919,2024-12-24,,Basic,12,228,2736,f,f,f,monthly,f,no_change
S-106283,A-a45270,2024-07-27,,Enterprise,23,4577,54924,f,f,f,annual,t,no_change
S-f093d0,A-f19b24,2024-03-17,,Pro,29,1421,17052,f,f,f,monthly,t,no_change
S-9c19fe,A-bd4513,2024-12-20,,Enterprise,50,9950,119400,f,f,f,monthly,f,no_change
S-f27134,A-d4ac0e,2024-09-17,,Basic,29,551,6612,f,f,f,annual,t,no_change
S-ef83b4,A-a09355,2024-11-04,,Enterprise,33,6567,78804,f,f,f,monthly,t,no_change
S-00fcc5,A-40de06,2023-06-23,,Basic,62,1178,14136,f,f,f,annual,f,no_change
S-a6f0f1,A-d792a6,2024-04-26,,Pro,4,196,2352,f,f,f,annual,t,no_change
S-2c4527,A-6965e1,2024-12-22,,Pro,13,637,7644,f,f,f,annual,t,no_change
S-0144ac,A-5a215a,2024-03-13,,Enterprise,87,17313,207756,f,f,f,monthly,t,no_change
S-8a50a0,A-cb5333,2024-12-11,,Basic,33,627,7524,f,f,f,monthly,t,no_change
S-363c29,A-e7beab,2023-10-23,2024-08-21,Enterprise,21,4179,50148,f,f,f,annual,t,no_change
S-f28cde,A-cdf020,2024-07-13,,Pro,23,1127,13524,f,t,f,annual,t,upgrade
S-ef00f5,A-e36807,2024-09-06,,Basic,6,114,1368,f,f,f,annual,t,no_change
S-dbe2ac,A-5f7781,2024-09-13,,Basic,22,418,5016,f,t,f,annual,t,upgrade
S-b8fcc5,A-dbc825,2024-06-29,2024-11-20,Basic,85,1615,19380,f,t,f,annual,f,upgrade
S-37b6b2,A-4c6f11,2024-05-10,,Pro,24,1176,14112,f,f,f,annual,f,no_change
S-a83bf1,A-089363,2023-11-04,,Basic,40,760,9120,f,f,f,monthly,f,no_change
S-e301c9,A-1e1b80,2024-09-22,,Enterprise,50,0,0,t,f,f,monthly,t,no_change
S-762cae,A-6e08f3,2024-08-11,,Pro,18,882,10584,f,f,f,annual,t,no_change
S-261a8d,A-b2225d,2024-09-01,,Pro,47,2303,27636,f,t,f,monthly,t,upgrade
S-1c5955,A-378b99,2024-10-07,,Pro,12,588,7056,f,f,f,annual,t,no_change
S-a99771,A-3c1a3f,2023-12-18,,Basic,25,0,0,t,f,f,annual,t,no_change
S-ad02b5,A-c58f49,2024-10-05,,Enterprise,70,13930,167160,f,t,f,monthly,t,upgrade
S-e267d1,A-4a4c2d,2023-12-25,,Enterprise,54,10746,128952,f,f,f,annual,f,no_change
S-0c4162,A-a8b49c,2023-11-24,,Basic,19,0,0,t,f,f,monthly,t,no_change
S-49b640,A-956988,2024-12-02,,Enterprise,9,1791,21492,f,f,f,monthly,t,no_change
S-327a60,A-1f0ac7,2024-05-03,,Basic,47,893,10716,f,f,f,annual,t,no_change
S-9a41e6,A-9289f6,2024-03-14,,Enterprise,10,1990,23880,f,f,f,annual,t,no_change
S-e1081c,A-5fe118,2024-12-05,,Enterprise,39,7761,93132,f,f,f,monthly,t,no_change
S-f44c76,A-58b9ff,2024-09-24,,Pro,14,686,8232,f,f,f,monthly,t,no_change
S-8e169f,A-0dbdc6,2023-06-14,,Pro,30,0,0,t,f,f,annual,t,no_change
S-68e134,A-dbc825,2024-05-20,,Basic,19,361,4332,f,f,f,monthly,t,no_change
S-7820a5,A-019782,2023-08-16,,Pro,15,735,8820,f,f,f,monthly,t,no_change
S-d8c527,A-0a62f5,2024-12-21,,Basic,25,475,5700,f,f,f,monthly,t,no_change
S-d30894,A-71615e,2024-06-27,,Enterprise,15,2985,35820,f,f,f,annual,t,no_change
S-632337,A-7da956,2024-09-26,2024-12-29,Enterprise,14,2786,33432,f,f,f,monthly,t,no_change
S-3d4f7a,A-ed510f,2024-12-21,,Pro,42,2058,24696,f,f,f,monthly,t,no_change
S-956036,A-d922bf,2023-10-29,,Enterprise,30,5970,71640,f,f,f,annual,t,no_change
S-873a22,A-fabe19,2024-12-16,,Enterprise,12,2388,28656,f,t,f,monthly,f,upgrade
S-868325,A-ac85cd,2024-08-02,,Basic,53,1007,12084,f,f,f,monthly,t,no_change
S-0e8b21,A-8adedc,2024-08-21,,Basic,22,418,5016,f,f,f,monthly,t,no_change
S-f50afe,A-117171,2024-11-11,,Basic,45,855,10260,f,f,f,annual,t,no_change
S-28a4b7,A-1e1b80,2023-12-16,,Enterprise,50,9950,119400,f,f,f,annual,t,no_change
S-3d46f8,A-3932db,2023-12-10,,Basic,23,437,5244,f,f,f,monthly,t,no_change
S-bc0806,A-d792a6,2024-07-04,,Enterprise,4,796,9552,f,f,f,monthly,t,no_change
S-9171f0,A-43a9e3,2024-03-26,,Basic,27,513,6156,f,f,f,annual,t,no_change
S-38eb77,A-417d2f,2024-02-02,2024-05-03,Enterprise,26,5174,62088,f,t,f,monthly,t,upgrade
S-f3ff06,A-249769,2024-10-18,,Pro,8,392,4704,f,f,f,annual,t,no_change
S-ecb8d5,A-df1e44,2024-12-17,,Basic,35,665,7980,f,f,f,annual,t,no_change
S-1fddda,A-51ec1b,2024-08-05,,Enterprise,18,3582,42984,f,f,f,monthly,f,no_change
S-876f0b,A-4c56c9,2024-05-21,,Basic,9,171,2052,f,f,f,annual,t,no_change
S-5a5bdb,A-96bbc6,2024-09-08,,Pro,64,3136,37632,f,f,f,annual,t,no_change
S-76a214,A-00bed1,2024-05-14,,Enterprise,49,9751,117012,f,f,f,annual,t,no_change
S-4a89a7,A-10b8f2,2023-04-19,,Basic,47,893,10716,f,f,f,monthly,f,no_change
S-c43a91,A-0e966d,2024-09-06,,Pro,13,637,7644,f,f,f,annual,t,no_change
S-0a8200,A-5b1bcd,2024-01-20,,Enterprise,73,14527,174324,f,f,f,annual,t,no_change
S-ece5a5,A-9ee962,2023-08-27,,Pro,30,1470,17640,f,f,f,annual,f,no_change
S-80ed6b,A-b7b7b7,2024-07-29,,Pro,24,1176,14112,f,f,f,annual,t,no_change
S-19950d,A-f9cc74,2024-10-28,,Pro,30,1470,17640,f,f,f,annual,f,no_change
S-aaf847,A-ffc04f,2024-09-19,,Enterprise,13,2587,31044,f,f,f,monthly,f,no_change
S-5d0f41,A-956988,2024-12-18,,Pro,23,1127,13524,f,f,f,monthly,t,no_change
S-d041d2,A-054577,2024-12-01,,Pro,2,0,0,t,f,f,monthly,t,no_change
S-4c6ee1,A-8bde0c,2024-12-23,,Pro,15,735,8820,f,f,f,annual,t,no_change
S-991d05,A-cdf020,2024-01-25,,Pro,39,1911,22932,f,f,f,annual,f,no_change
S-a3ab14,A-fdfc91,2024-07-31,2024-11-10,Pro,29,1421,17052,f,f,f,annual,f,no_change
S-70c743,A-a2485e,2024-08-17,,Pro,68,3332,39984,f,f,f,annual,f,no_change
S-c52d77,A-6e7827,2023-11-05,,Pro,1,49,588,f,t,f,monthly,f,upgrade
S-5d5250,A-afa505,2024-08-12,,Pro,70,3430,41160,f,f,t,monthly,t,downgrade
S-5f40a3,A-6da850,2024-12-28,,Basic,5,0,0,t,f,f,monthly,f,no_change
S-b23d8d,A-2d1036,2024-11-21,,Basic,69,1311,15732,f,f,f,annual,t,no_change
S-87db32,A-526d93,2024-04-24,,Enterprise,49,9751,117012,f,f,f,monthly,f,no_change
S-38dcab,A-ad3abd,2024-03-25,2024-09-11,Basic,44,836,10032,f,f,f,annual,t,no_change
S-aa7247,A-c7ffc2,2024-08-15,,Basic,30,570,6840,f,f,f,monthly,t,no_change
S-58ccb4,A-bb1486,2024-11-18,,Pro,41,2009,24108,f,f,t,monthly,t,downgrade
S-3b5458,A-98a59a,2024-09-12,,Enterprise,56,11144,133728,f,f,f,monthly,t,no_change
S-a9b8a2,A-b78bf8,2024-11-25,,Pro,33,1617,19404,f,f,f,annual,t,no_change
S-41cf50,A-fa2041,2024-07-23,,Enterprise,15,2985,35820,f,f,f,monthly,f,no_change
S-48d2b5,A-9c18c4,2023-08-09,2024-10-14,Basic,12,228,2736,f,f,f,monthly,t,no_change
S-be655e,A-7f29a7,2024-11-24,,Basic,41,779,9348,f,f,f,annual,t,no_change
S-8985d3,A-016043,2024-12-02,,Basic,26,494,5928,f,f,f,monthly,f,no_change
S-9bf1a0,A-3932db,2024-03-06,,Basic,41,779,9348,f,f,f,monthly,t,no_change
S-4571b1,A-df1e44,2024-06-28,,Basic,12,228,2736,f,f,f,annual,f,no_change
S-1b4be3,A-b44e3e,2024-04-15,,Pro,40,1960,23520,f,t,f,annual,t,upgrade
S-ab37ae,A-f92792,2024-09-11,,Basic,6,0,0,t,f,f,monthly,t,no_change
